name,salary,season,team,shoots,height_cm,weight_kg
Terry Cummings,2200000,2001,Golden State Warriors,Right,205.74,99.88
Terry Davis,1925000,2000,Orlando Magic,Left,205.74,102.15
Terry Davis,923500,2001,Denver Nuggets,Left,205.74,102.15
Terry Mills,510000,2000,Detroit Pistons,Right,208.28,104.42
Terry Mills,1400000,2001,Dallas Mavericks,Right,208.28,104.42
Terry Mills,1000000,2001,Indiana Pacers,Right,208.28,104.42
Terry Porter,2000000,2000,San Antonio Spurs,Right,190.5,88.53
Terry Porter,2200000,2001,San Antonio Spurs,Right,190.5,88.53
Terry Porter,2400000,2002,San Antonio Spurs,Right,190.5,88.53
Terry Rozier,1824360,2016,Boston Celtics,Right,187.96,86.26
Terry Rozier,1906440,2017,Boston Celtics,Right,187.96,86.26
Terry Rozier,1988520,2018,Boston Celtics,Right,187.96,86.26
Thabo Sefolosha,1679280,2007,Chicago Bulls,Right,195.58,97.61
Thabo Sefolosha,1805160,2008,Chicago Bulls,Right,195.58,97.61
Thabo Sefolosha,1931160,2009,Oklahoma City Thunder,Right,195.58,97.61
Thabo Sefolosha,2759628,2010,Oklahoma City Thunder,Right,195.58,97.61
Thabo Sefolosha,3250000,2011,Oklahoma City Thunder,Right,195.58,97.61
Thabo Sefolosha,3300000,2012,Oklahoma City Thunder,Right,195.58,97.61
Thabo Sefolosha,3600000,2013,Oklahoma City Thunder,Right,195.58,97.61
Thabo Sefolosha,3900000,2014,Oklahoma City Thunder,Right,195.58,97.61
Thabo Sefolosha,4150000,2015,Atlanta Hawks,Right,195.58,97.61
Thabo Sefolosha,4000000,2016,Atlanta Hawks,Right,195.58,97.61
Thabo Sefolosha,3850000,2017,Atlanta Hawks,Right,195.58,97.61
Thabo Sefolosha,5250000,2018,Utah Jazz,Right,195.58,97.61
Thaddeus Young,1830720,2008,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,1968120,2009,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,2105400,2010,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,2901241,2011,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,7478261,2012,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,8289130,2013,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,8600000,2014,Philadelphia 76ers,Left,203.2,99.88
Thaddeus Young,9410870,2015,Brooklyn Nets,Left,203.2,99.88
Thaddeus Young,11200000,2016,Brooklyn Nets,Left,203.2,99.88
Thaddeus Young,14153652,2017,Indiana Pacers,Left,203.2,99.88
Thaddeus Young,14796348,2018,Indiana Pacers,Left,203.2,99.88
Theo Ratliff,7031250,2000,Philadelphia 76ers,Right,208.28,102.15
Theo Ratliff,7800000,2001,Philadelphia 76ers,Right,208.28,102.15
Theo Ratliff,9667969,2002,Atlanta Hawks,Right,208.28,102.15
Theo Ratliff,9375000,2003,Atlanta Hawks,Right,208.28,102.15
Theo Ratliff,10156250,2004,Atlanta Hawks,Right,208.28,102.15
Theo Ratliff,10937500,2005,Portland Trail Blazers,Right,208.28,102.15
Theo Ratliff,11666666,2006,Portland Trail Blazers,Right,208.28,102.15
Theo Ratliff,11666666,2007,Boston Celtics,Right,208.28,102.15
Theo Ratliff,11666666,2008,Minnesota Timberwolves,Right,208.28,102.15
Theo Ratliff,1262275,2009,Philadelphia 76ers,Right,208.28,102.15
Theo Ratliff,1306455,2010,Charlotte Bobcats,Right,208.28,102.15
Theo Ratliff,1352181,2011,Los Angeles Lakers,Right,208.28,102.15
Theron Smith,366931,2004,Memphis Grizzlies,Right,203.2,102.15
Theron Smith,620046,2005,Charlotte Bobcats,Right,203.2,102.15
Thomas Gardner,101451,2008,Chicago Bulls,Right,195.58,102.15
Thomas Gardner,711517,2009,Atlanta Hawks,Right,195.58,102.15
Thomas Hamilton,510000,2000,Houston Rockets,Right,218.44,149.82
Thomas Robinson,3374640,2013,Houston Rockets,Right,205.74,108.96
Thomas Robinson,3526440,2014,Portland Trail Blazers,Right,205.74,108.96
Thomas Robinson,3678360,2015,Philadelphia 76ers,Right,205.74,108.96
Thomas Robinson,981300,2016,Brooklyn Nets,Right,205.74,108.96
Thomas Robinson,1050961,2017,Los Angeles Lakers,Right,205.74,108.96
Tiago Splitter,3400000,2011,San Antonio Spurs,Right,210.82,105.328
Tiago Splitter,3672000,2012,San Antonio Spurs,Right,210.82,105.328
Tiago Splitter,3944000,2013,San Antonio Spurs,Right,210.82,105.328
Tiago Splitter,10000000,2014,San Antonio Spurs,Right,210.82,105.328
Tiago Splitter,9250000,2015,San Antonio Spurs,Right,210.82,105.328
Tiago Splitter,8500000,2016,Atlanta Hawks,Right,210.82,105.328
Tiago Splitter,8550000,2017,Philadelphia 76ers,Right,210.82,105.328
Tibor Pleiss,3000000,2016,Utah Jazz,Right,220.98,116.224
Tibor Pleiss,3000000,2017,Philadelphia 76ers,Right,220.98,116.224
Tibor Pleiss,500000,2018,Philadelphia 76ers,Right,220.98,116.224
Tierre Brown,332817,2002,Houston Rockets,Right,187.96,85.806
Tierre Brown,720046,2005,Los Angeles Lakers,Right,187.96,85.806
Tim Duncan,3858240,2000,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,9660000,2001,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,10865250,2002,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,12072500,2003,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,12676125,2004,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,14260641,2005,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,15845156,2006,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,17429672,2007,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,19014188,2008,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,20598704,2009,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,22183220,2010,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,18700000,2011,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,21164619,2012,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,9638554,2013,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,10361446,2014,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,10000000,2015,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,5000000,2016,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,1881250,2017,San Antonio Spurs,Right,210.82,112.592
Tim Duncan,1881250,2018,San Antonio Spurs,Right,210.82,112.592
Tim Frazier,59686,2015,Philadelphia 76ers,Right,185.42,77.18
Tim Frazier,50734,2015,Portland Trail Blazers,Right,185.42,77.18
Tim Frazier,845059,2016,Portland Trail Blazers,Right,185.42,77.18
Tim Frazier,144157,2016,New Orleans Pelicans,Right,185.42,77.18
Tim Frazier,2090000,2017,New Orleans Pelicans,Right,185.42,77.18
Tim Frazier,2000000,2018,Washington Wizards,Right,185.42,77.18
Tim Hardaway,4800000,2000,Miami Heat,Right,182.88,79.45
Tim Hardaway,12000000,2001,Miami Heat,Right,182.88,79.45
Tim Hardaway,3360390,2002,Dallas Mavericks,Right,182.88,79.45
Tim Hardaway,1000000,2003,Denver Nuggets,Right,182.88,79.45
Tim James,728520,2000,Miami Heat,Right,200.66,96.248
Tim James,783120,2001,Charlotte Hornets,Right,200.66,96.248
Tim James,837720,2002,Charlotte Hornets,Right,200.66,96.248
Tim James,105532,2002,Philadelphia 76ers,Right,200.66,96.248
Tim Legler,1119000,2000,Orlando Magic,Right,193.04,90.8
Tim Legler,510000,2000,Golden State Warriors,Right,193.04,90.8
Tim Ohlbrecht,144867,2013,Houston Rockets,Right,210.82,115.77
Tim Ohlbrecht,788872,2014,Philadelphia 76ers,Right,210.82,115.77
Tim Thomas,2098560,2000,Milwaukee Bucks,Right,208.28,104.42
Tim Thomas,8510000,2001,Milwaukee Bucks,Right,208.28,104.42
Tim Thomas,9675000,2002,Milwaukee Bucks,Right,208.28,104.42
Tim Thomas,10750000,2003,Milwaukee Bucks,Right,208.28,104.42
Tim Thomas,11825000,2004,Milwaukee Bucks,Right,208.28,104.42
Tim Thomas,12900000,2005,New York Knicks,Right,208.28,104.42
Tim Thomas,13975000,2006,Chicago Bulls,Right,208.28,104.42
Tim Thomas,5215000,2007,Los Angeles Clippers,Right,208.28,104.42
Tim Thomas,5632200,2008,Los Angeles Clippers,Right,208.28,104.42
Tim Thomas,6049400,2009,Chicago Bulls,Right,208.28,104.42
Tim Thomas,6466600,2010,Chicago Bulls,Right,208.28,104.42
Tim Thomas,1306455,2010,Dallas Mavericks,Right,208.28,104.42
Tim Young,301875,2000,Golden State Warriors,Right,213.36,99.88
Timofey Mozgov,3567096,2011,Denver Nuggets,Right,215.9,113.5
Timofey Mozgov,3343896,2012,Denver Nuggets,Right,215.9,113.5
Timofey Mozgov,3140429,2013,Denver Nuggets,Right,215.9,113.5
Timofey Mozgov,4400000,2014,Denver Nuggets,Right,215.9,113.5
Timofey Mozgov,4650000,2015,Cleveland Cavaliers,Right,215.9,113.5
Timofey Mozgov,4950000,2016,Cleveland Cavaliers,Right,215.9,113.5
Timofey Mozgov,16000000,2017,Los Angeles Lakers,Right,215.9,113.5
Timofey Mozgov,15280000,2018,Brooklyn Nets,Right,215.9,113.5
Tito Maddox,349458,2003,Houston Rockets,Right,193.04,86.26
Tobias Harris,1418160,2012,Milwaukee Bucks,Right,203.2,102.604
Tobias Harris,1524480,2013,Orlando Magic,Right,203.2,102.604
Tobias Harris,1545840,2014,Orlando Magic,Right,203.2,102.604
Tobias Harris,2380594,2015,Orlando Magic,Right,203.2,102.604
Tobias Harris,16000000,2016,Detroit Pistons,Right,203.2,102.604
Tobias Harris,17200000,2017,Detroit Pistons,Right,203.2,102.604
Tobias Harris,16000000,2018,Los Angeles Clippers,Right,203.2,102.604
Toby Bailey,535000,2000,Phoenix Suns,Right,198.12,96.702
Todd Day,510000,2000,Phoenix Suns,Right,198.12,85.352
Todd Day,736000,2001,Minnesota Timberwolves,Right,198.12,85.352
Todd Fuller,485000,2000,Charlotte Hornets,Left,210.82,115.77
Todd Fuller,611000,2001,Miami Heat,Left,210.82,115.77
Todd MacCulloch,301875,2000,Philadelphia 76ers,Right,213.36,127.12
Todd MacCulloch,423500,2001,Philadelphia 76ers,Right,213.36,127.12
Todd MacCulloch,4538000,2002,New Jersey Nets,Right,213.36,127.12
Todd MacCulloch,4991800,2003,Philadelphia 76ers,Right,213.36,127.12
Todd MacCulloch,5445600,2004,Philadelphia 76ers,Right,213.36,127.12
Todd MacCulloch,5899400,2005,Philadelphia 76ers,Right,213.36,127.12
Todd MacCulloch,6353200,2006,Philadelphia 76ers,Right,213.36,127.12
Tom Gugliotta,8558535,2000,Phoenix Suns,Right,208.28,108.96
Tom Gugliotta,9360000,2001,Phoenix Suns,Right,208.28,108.96
Tom Gugliotta,10114000,2002,Phoenix Suns,Right,208.28,108.96
Tom Gugliotta,10892000,2003,Phoenix Suns,Right,208.28,108.96
Tom Gugliotta,11670000,2004,Phoenix Suns,Right,208.28,108.96
Tom Gugliotta,2700000,2005,Boston Celtics,Right,208.28,108.96
Tom Hammonds,1800000,2000,Minnesota Timberwolves,Right,205.74,97.61
Tom Hammonds,1130000,2001,Minnesota Timberwolves,Right,205.74,97.61
Tom Hammonds,1800000,2002,Minnesota Timberwolves,Right,205.74,97.61
Toney Douglas,996240,2010,New York Knicks,Right,187.96,86.26
Toney Douglas,1071000,2011,New York Knicks,Right,187.96,86.26
Toney Douglas,1145640,2012,New York Knicks,Right,187.96,86.26
Toney Douglas,2067880,2013,Sacramento Kings,Right,187.96,86.26
Toney Douglas,1600000,2014,Golden State Warriors,Right,187.96,86.26
Toney Douglas,268974,2015,New Orleans Pelicans,Right,187.96,86.26
Toney Douglas,1164858,2016,New Orleans Pelicans,Right,187.96,86.26
Toney Douglas,600000,2016,Indiana Pacers,Right,187.96,86.26
Toney Douglas,603558,2017,Memphis Grizzlies,Right,187.96,86.26
Toni Kukoc,4500000,2000,Philadelphia 76ers,Left,208.28,87.168
Toni Kukoc,6000000,2001,Philadelphia 76ers,Left,208.28,87.168
Toni Kukoc,7906783,2002,Atlanta Hawks,Left,208.28,87.168
Toni Kukoc,8050000,2003,Milwaukee Bucks,Left,208.28,87.168
Toni Kukoc,9056250,2004,Milwaukee Bucks,Left,208.28,87.168
Toni Kukoc,3000000,2005,Milwaukee Bucks,Left,208.28,87.168
Toni Kukoc,2000000,2006,Milwaukee Bucks,Left,208.28,87.168
Tony Allen,901920,2005,Boston Celtics,Right,193.04,96.702
Tony Allen,969696,2006,Boston Celtics,Right,193.04,96.702
Tony Allen,1037280,2007,Boston Celtics,Right,193.04,96.702
Tony Allen,1868141,2008,Boston Celtics,Right,193.04,96.702
Tony Allen,2500000,2009,Boston Celtics,Right,193.04,96.702
Tony Allen,2500000,2010,Boston Celtics,Right,193.04,96.702
Tony Allen,3000000,2011,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,3150000,2012,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,3300000,2013,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,4494382,2014,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,4831461,2015,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,5168539,2016,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,5505618,2017,Memphis Grizzlies,Right,193.04,96.702
Tony Allen,1471382,2018,Chicago Bulls,Right,193.04,96.702
Tony Battie,2530920,2000,Boston Celtics,Right,210.82,104.42
Tony Battie,3200000,2001,Boston Celtics,Right,210.82,104.42
Tony Battie,3600000,2002,Boston Celtics,Right,210.82,104.42
Tony Battie,4000000,2003,Boston Celtics,Right,210.82,104.42
Tony Battie,4400000,2004,Cleveland Cavaliers,Right,210.82,104.42
Tony Battie,4800000,2005,Orlando Magic,Right,210.82,104.42
Tony Battie,5200000,2006,Orlando Magic,Right,210.82,104.42
Tony Battie,5746000,2007,Orlando Magic,Right,210.82,104.42
Tony Battie,5200000,2008,Orlando Magic,Right,210.82,104.42
Tony Battie,5746000,2009,Orlando Magic,Right,210.82,104.42
Tony Battie,6292000,2010,New Jersey Nets,Right,210.82,104.42
Tony Battie,1352181,2011,Philadelphia 76ers,Right,210.82,104.42
Tony Battie,1352181,2012,Philadelphia 76ers,Right,210.82,104.42
Tony Bobbitt,305403,2005,Los Angeles Lakers,Right,193.04,86.26
Tony Delk,485000,2000,Sacramento Kings,Right,185.42,85.806
Tony Delk,2250000,2001,Phoenix Suns,Right,185.42,85.806
Tony Delk,2475000,2002,Phoenix Suns,Right,185.42,85.806
Tony Delk,2700000,2003,Boston Celtics,Right,185.42,85.806
Tony Delk,2925000,2004,Dallas Mavericks,Right,185.42,85.806
Tony Delk,2700000,2005,Atlanta Hawks,Right,185.42,85.806
Tony Delk,3375000,2006,Atlanta Hawks,Right,185.42,85.806
Tony Farmer,510000,2000,Golden State Warriors,Right,205.74,110.776
Tony Massenburg,1150000,2000,Houston Rockets,Right,205.74,99.88
Tony Massenburg,1360000,2001,Vancouver Grizzlies,Right,205.74,99.88
Tony Massenburg,1650000,2002,Memphis Grizzlies,Right,205.74,99.88
Tony Massenburg,1800000,2003,Memphis Grizzlies,Right,205.74,99.88
Tony Massenburg,741098,2003,Utah Jazz,Right,205.74,99.88
Tony Massenburg,1070000,2004,Sacramento Kings,Right,205.74,99.88
Tony Massenburg,1100000,2005,San Antonio Spurs,Right,205.74,99.88
Tony Mitchell,816482,2015,Phoenix Suns,Right,203.2,106.69
Tony Mitchell,816482,2015,Phoenix Suns,Right,203.2,106.69
Tony Parker,744480,2002,San Antonio Spurs,Right,187.96,81.72
Tony Parker,800400,2003,San Antonio Spurs,Right,187.96,81.72
Tony Parker,856200,2004,San Antonio Spurs,Right,187.96,81.72
Tony Parker,1545441,2005,San Antonio Spurs,Right,187.96,81.72
Tony Parker,8400000,2006,San Antonio Spurs,Right,187.96,81.72
Tony Parker,9450000,2007,San Antonio Spurs,Right,187.96,81.72
Tony Parker,10500000,2008,San Antonio Spurs,Right,187.96,81.72
Tony Parker,11550000,2009,San Antonio Spurs,Right,187.96,81.72
Tony Parker,12600000,2010,San Antonio Spurs,Right,187.96,81.72
Tony Parker,13500000,2011,San Antonio Spurs,Right,187.96,81.72
Tony Parker,12500000,2012,San Antonio Spurs,Right,187.96,81.72
Tony Parker,12500000,2013,San Antonio Spurs,Right,187.96,81.72
Tony Parker,12500000,2014,San Antonio Spurs,Right,187.96,81.72
Tony Parker,12500000,2015,San Antonio Spurs,Right,187.96,81.72
Tony Parker,13437500,2016,San Antonio Spurs,Right,187.96,81.72
Tony Parker,14445313,2017,San Antonio Spurs,Right,187.96,81.72
Tony Parker,15453126,2018,San Antonio Spurs,Right,187.96,81.72
Tony Snell,1409040,2014,Chicago Bulls,Right,200.66,90.8
Tony Snell,1472400,2015,Chicago Bulls,Right,200.66,90.8
Tony Snell,1535880,2016,Chicago Bulls,Right,200.66,90.8
Tony Snell,2368327,2017,Milwaukee Bucks,Right,200.66,90.8
Tony Snell,9821429,2018,Milwaukee Bucks,Right,200.66,90.8
Tony Wroten,1110120,2013,Memphis Grizzlies,Left,198.12,93.07
Tony Wroten,1160040,2014,Memphis Grizzlies,Left,198.12,93.07
Tony Wroten,1210080,2015,Philadelphia 76ers,Left,198.12,93.07
Tony Wroten,2179354,2016,Philadelphia 76ers,Left,198.12,93.07
Tony Wroten,167406,2016,New York Knicks,Left,198.12,93.07
Tony Wroten,25000,2017,Memphis Grizzlies,Left,198.12,93.07
Torraye Braggs,316969,2001,Detroit Pistons,Right,203.2,111.23
Torraye Braggs,53697,2004,Houston Rockets,Right,203.2,111.23
Toure' Murry,250000,2015,Utah Jazz,Right,195.58,88.53
Toure' Murry,96056,2015,Washington Wizards,Right,195.58,88.53
Tracy McGrady,1767120,2000,Toronto Raptors,Right,203.2,95.34
Tracy McGrady,9660000,2001,Orlando Magic,Right,203.2,95.34
Tracy McGrady,10865250,2002,Orlando Magic,Right,203.2,95.34
Tracy McGrady,12072500,2003,Orlando Magic,Right,203.2,95.34
Tracy McGrady,13279750,2004,Orlando Magic,Right,203.2,95.34
Tracy McGrady,14487000,2005,Houston Rockets,Right,203.2,95.34
Tracy McGrady,15694250,2006,Houston Rockets,Right,203.2,95.34
Tracy McGrady,16901500,2007,Houston Rockets,Right,203.2,95.34
Tracy McGrady,19014187,2008,Houston Rockets,Right,203.2,95.34
Tracy McGrady,20370437,2009,Houston Rockets,Right,203.2,95.34
Tracy McGrady,23239562,2010,New York Knicks,Right,203.2,95.34
Tracy McGrady,1352181,2011,Detroit Pistons,Right,203.2,95.34
Tracy McGrady,1352181,2012,Atlanta Hawks,Right,203.2,95.34
Tracy Murray,2720000,2000,Washington Wizards,Right,200.66,102.15
Tracy Murray,3060000,2001,Denver Nuggets,Right,200.66,102.15
Tracy Murray,3400000,2002,Toronto Raptors,Right,200.66,102.15
Tracy Murray,3740000,2003,Los Angeles Lakers,Right,200.66,102.15
Tracy Murray,143537,2004,Portland Trail Blazers,Right,200.66,102.15
Trajan Langdon,1394280,2000,Cleveland Cavaliers,Right,190.5,89.438
Trajan Langdon,1500120,2001,Cleveland Cavaliers,Right,190.5,89.438
Trajan Langdon,1604880,2002,Cleveland Cavaliers,Right,190.5,89.438
Travis Best,3250000,2000,Indiana Pacers,Left,180.34,82.628
Travis Best,3500000,2001,Indiana Pacers,Left,180.34,82.628
Travis Best,3375000,2002,Indiana Pacers,Left,180.34,82.628
Travis Best,1400000,2003,Miami Heat,Left,180.34,82.628
Travis Best,938679,2004,Dallas Mavericks,Left,180.34,82.628
Travis Best,1000000,2005,New Jersey Nets,Left,180.34,82.628
Travis Diener,398762,2006,Orlando Magic,Right,185.42,79.45
Travis Diener,664209,2007,Orlando Magic,Right,185.42,79.45
Travis Diener,1500000,2008,Indiana Pacers,Right,185.42,79.45
Travis Diener,1620000,2009,Indiana Pacers,Right,185.42,79.45
Travis Diener,1740000,2010,Indiana Pacers,Right,185.42,79.45
Travis Hansen,366931,2004,Atlanta Hawks,Right,198.12,93.07
Travis Knight,2800000,2000,Los Angeles Lakers,Right,213.36,106.69
Travis Knight,3200000,2001,New York Knicks,Right,213.36,106.69
Travis Knight,3600000,2002,New York Knicks,Right,213.36,106.69
Travis Knight,4000000,2003,New York Knicks,Right,213.36,106.69
Travis Knight,4402500,2004,New York Knicks,Right,213.36,106.69
Travis Leslie,473604,2012,Los Angeles Clippers,Right,193.04,93.07
Travis Leslie,250000,2013,Los Angeles Clippers,Right,193.04,93.07
Travis Outlaw,941040,2004,Portland Trail Blazers,Right,205.74,95.34
Travis Outlaw,1011600,2005,Portland Trail Blazers,Right,205.74,95.34
Travis Outlaw,1082160,2006,Portland Trail Blazers,Right,205.74,95.34
Travis Outlaw,1836426,2007,Portland Trail Blazers,Right,205.74,95.34
Travis Outlaw,4000000,2008,Portland Trail Blazers,Right,205.74,95.34
Travis Outlaw,4000000,2009,Portland Trail Blazers,Right,205.74,95.34
Travis Outlaw,4000000,2010,Los Angeles Clippers,Right,205.74,95.34
Travis Outlaw,7000000,2011,New Jersey Nets,Right,205.74,95.34
Travis Outlaw,4000000,2012,New Jersey Nets,Right,205.74,95.34
Travis Outlaw,3000000,2012,Sacramento Kings,Right,205.74,95.34
Travis Outlaw,3000000,2013,Sacramento Kings,Right,205.74,95.34
Travis Outlaw,1000000,2013,Brooklyn Nets,Right,205.74,95.34
Travis Outlaw,3000000,2014,Sacramento Kings,Right,205.74,95.34
Travis Outlaw,4000000,2015,Brooklyn Nets,Right,205.74,95.34
Travis Outlaw,3000000,2015,Philadelphia 76ers,Right,205.74,95.34
Travis Wear,507336,2015,New York Knicks,Right,208.28,104.42
Travis Wear,296636,2018,Los Angeles Lakers,Right,208.28,104.42
Tremaine Fowlkes,512435,2003,Los Angeles Clippers,Right,203.2,99.88
Tremaine Fowlkes,638679,2004,Detroit Pistons,Right,203.2,99.88
Tremaine Fowlkes,79029,2005,Indiana Pacers,Right,203.2,99.88
Trenton Hassell,332817,2002,Chicago Bulls,Right,195.58,90.8
Trenton Hassell,512435,2003,Chicago Bulls,Right,195.58,90.8
Trenton Hassell,638679,2004,Minnesota Timberwolves,Right,195.58,90.8
Trenton Hassell,4350000,2005,Minnesota Timberwolves,Right,195.58,90.8
Trenton Hassell,4350000,2006,Minnesota Timberwolves,Right,195.58,90.8
Trenton Hassell,4350000,2007,Minnesota Timberwolves,Right,195.58,90.8
Trenton Hassell,4350000,2008,New Jersey Nets,Right,195.58,90.8
Trenton Hassell,4350000,2009,New Jersey Nets,Right,195.58,90.8
Trenton Hassell,4350000,2010,New Jersey Nets,Right,195.58,90.8
Trevor Ariza,385277,2005,New York Knicks,Right,203.2,90.8
Trevor Ariza,682051,2006,New York Knicks,Right,203.2,90.8
Trevor Ariza,3100000,2007,Orlando Magic,Right,203.2,90.8
Trevor Ariza,3100000,2008,Los Angeles Lakers,Right,203.2,90.8
Trevor Ariza,3100000,2009,Los Angeles Lakers,Right,203.2,90.8
Trevor Ariza,5854000,2010,Houston Rockets,Right,203.2,90.8
Trevor Ariza,6322320,2011,New Orleans Hornets,Right,203.2,90.8
Trevor Ariza,6790640,2012,New Orleans Hornets,Right,203.2,90.8
Trevor Ariza,7258960,2013,Washington Wizards,Right,203.2,90.8
Trevor Ariza,7727280,2014,Washington Wizards,Right,203.2,90.8
Trevor Ariza,8579089,2015,Houston Rockets,Right,203.2,90.8
Trevor Ariza,8193030,2016,Houston Rockets,Right,203.2,90.8
Trevor Ariza,7806971,2017,Houston Rockets,Right,203.2,90.8
Trevor Ariza,7420912,2018,Houston Rockets,Right,203.2,90.8
Trevor Booker,1204560,2011,Washington Wizards,Left,200.66,108.96
Trevor Booker,1294920,2012,Washington Wizards,Left,200.66,108.96
Trevor Booker,1385280,2013,Washington Wizards,Left,200.66,108.96
Trevor Booker,2350820,2014,Washington Wizards,Left,200.66,108.96
Trevor Booker,5000000,2015,Utah Jazz,Left,200.66,108.96
Trevor Booker,4775000,2016,Utah Jazz,Left,200.66,108.96
Trevor Booker,9250000,2017,Brooklyn Nets,Left,200.66,108.96
Trevor Booker,8725000,2018,Philadelphia 76ers,Left,200.66,108.96
Trevor Booker,332516,2018,Indiana Pacers,Left,200.66,108.96
Trey Burke,2438760,2014,Utah Jazz,Right,185.42,83.99
Trey Burke,2548560,2015,Utah Jazz,Right,185.42,83.99
Trey Burke,2658240,2016,Utah Jazz,Right,185.42,83.99
Trey Burke,3386598,2017,Washington Wizards,Right,185.42,83.99
Trey Burke,784160,2018,New York Knicks,Right,185.42,83.99
Trey Gilder,26917,2010,Memphis Grizzlies,Right,205.74,83.99
Trey Johnson,187258,2009,Cleveland Cavaliers,Right,195.58,98.972
Trey Johnson,89670,2011,Toronto Raptors,Right,195.58,98.972
Trey Lyles,2239800,2016,Utah Jazz,Right,208.28,106.236
Trey Lyles,2340600,2017,Utah Jazz,Right,208.28,106.236
Trey Lyles,2441400,2018,Denver Nuggets,Right,208.28,106.236
Trey Thompkins,473604,2012,Los Angeles Clippers,Right,208.28,111.23
Trey Thompkins,762195,2013,Los Angeles Clippers,Right,208.28,111.23
Tristan Thompson,3726600,2012,Cleveland Cavaliers,Left Right,203.2,102.15
Tristan Thompson,4006080,2013,Cleveland Cavaliers,Left Right,203.2,102.15
Tristan Thompson,4062000,2014,Cleveland Cavaliers,Left Right,203.2,102.15
Tristan Thompson,5138430,2015,Cleveland Cavaliers,Left Right,203.2,102.15
Tristan Thompson,14260870,2016,Cleveland Cavaliers,Left Right,203.2,102.15
Tristan Thompson,15330435,2017,Cleveland Cavaliers,Left Right,203.2,102.15
Tristan Thompson,16400000,2018,Cleveland Cavaliers,Left Right,203.2,102.15
Troy Bell,1285440,2004,Memphis Grizzlies,Right,185.42,81.72
Troy Bell,1381920,2005,Memphis Grizzlies,Right,185.42,81.72
Troy Bell,1478280,2006,Memphis Grizzlies,Right,185.42,81.72
Troy Daniels,816482,2015,Charlotte Hornets,Right,193.04,90.8
Troy Daniels,947276,2016,Charlotte Hornets,Right,193.04,90.8
Troy Daniels,3332940,2017,Memphis Grizzlies,Right,193.04,90.8
Troy Daniels,3408520,2018,Phoenix Suns,Right,193.04,90.8
Troy Hudson,460000,2000,Los Angeles Clippers,Right,185.42,77.18
Troy Hudson,523500,2001,Orlando Magic,Right,185.42,77.18
Troy Hudson,590850,2002,Orlando Magic,Right,185.42,77.18
Troy Hudson,2000000,2003,Minnesota Timberwolves,Right,185.42,77.18
Troy Hudson,2100000,2004,Minnesota Timberwolves,Right,185.42,77.18
Troy Hudson,4903000,2005,Minnesota Timberwolves,Right,185.42,77.18
Troy Hudson,5253000,2006,Minnesota Timberwolves,Right,185.42,77.18
Troy Hudson,5603000,2007,Minnesota Timberwolves,Right,185.42,77.18
Troy Hudson,5953000,2008,Minnesota Timberwolves,Right,185.42,77.18
Troy Hudson,1219590,2008,Golden State Warriors,Right,185.42,77.18
Troy Murphy,1310400,2002,Golden State Warriors,Left,210.82,111.23
Troy Murphy,1408680,2003,Golden State Warriors,Left,210.82,111.23
Troy Murphy,1506960,2004,Golden State Warriors,Left,210.82,111.23
Troy Murphy,2231808,2005,Golden State Warriors,Left,210.82,111.23
Troy Murphy,7365079,2006,Golden State Warriors,Left,210.82,111.23
Troy Murphy,8285714,2007,Indiana Pacers,Left,210.82,111.23
Troy Murphy,9206349,2008,Indiana Pacers,Left,210.82,111.23
Troy Murphy,10126984,2009,Indiana Pacers,Left,210.82,111.23
Troy Murphy,11047619,2010,Indiana Pacers,Left,210.82,111.23
Troy Murphy,11968253,2011,Golden State Warriors,Left,210.82,111.23
Troy Murphy,1352181,2012,Los Angeles Lakers,Left,210.82,111.23
Troy Murphy,214758,2013,Dallas Mavericks,Left,210.82,111.23
