name,salary,season,team,shoots,height_cm,weight_kg,age,games_played,mins_played,pts,ppm,ppg
Spencer Hawes,5305000,2015,Los Angeles Clippers,Right,213.36,111.23,26,73,1274,425,0.33359,5.82192
Spencer Hawes,5543725,2016,Charlotte Hornets,Right,213.36,111.23,27,57,1035,340,0.3285,5.96491
Stacey Augmon,3450000,2000,Portland Trail Blazers,Left,198.12,93.07,31,59,692,203,0.29335,3.44068
Stacey Augmon,923500,2001,Portland Trail Blazers,Left,198.12,93.07,32,66,1182,311,0.26311,4.71212
Stacey Augmon,2400000,2002,Charlotte Hornets,Left,198.12,93.07,33,77,1319,357,0.27066,4.63636
Stacey Augmon,2400000,2003,New Orleans Pelicans,Left,198.12,93.07,34,70,862,212,0.24594,3.02857
Stacey Augmon,2400000,2004,New Orleans Pelicans,Left,198.12,93.07,35,69,1416,397,0.28037,5.75362
Stacey Augmon,1100000,2005,Orlando Magic,Left,198.12,93.07,36,55,663,193,0.2911,3.50909
Stacey Augmon,1138500,2006,Orlando Magic,Left,198.12,93.07,37,36,385,71,0.18442,1.97222
Stanislav Medvedenko,316969,2001,Los Angeles Lakers,Right,208.28,113.5,21,7,39,32,0.82051,4.57143
Stanislav Medvedenko,465850,2002,Los Angeles Lakers,Right,208.28,113.5,22,71,729,331,0.45405,4.66197
Stanislav Medvedenko,1400000,2003,Los Angeles Lakers,Right,208.28,113.5,23,58,620,255,0.41129,4.39655
Stanislav Medvedenko,1540000,2004,Los Angeles Lakers,Right,208.28,113.5,24,68,1442,563,0.39043,8.27941
Stanislav Medvedenko,3000000,2005,Los Angeles Lakers,Right,208.28,113.5,25,43,423,165,0.39007,3.83721
Stanislav Medvedenko,3000000,2006,Los Angeles Lakers,Right,208.28,113.5,26,2,6,2,0.33333,1
Stanislav Medvedenko,625132,2007,Atlanta Hawks,Right,208.28,113.5,27,14,81,42,0.51852,3
Stanley Johnson,2841960,2016,Detroit Pistons,Right,200.66,111.23,19,73,1687,593,0.35151,8.12329
Stanley Roberts,102824,2000,Philadelphia 76ers,Right,213.36,129.39,29,5,51,10,0.19608,2
Stephen Curry,2710560,2010,Golden State Warriors,Right,190.5,83.99,21,80,2896,1399,0.48308,17.4875
Stephen Curry,2913840,2011,Golden State Warriors,Right,190.5,83.99,22,74,2489,1373,0.55163,18.55405
Stephen Curry,3117120,2012,Golden State Warriors,Right,190.5,83.99,23,26,732,383,0.52322,14.73077
Stephen Curry,3958742,2013,Golden State Warriors,Right,190.5,83.99,24,78,2983,1786,0.59873,22.89744
Stephen Curry,9887642,2014,Golden State Warriors,Right,190.5,83.99,25,78,2846,1873,0.65812,24.01282
Stephen Curry,10629213,2015,Golden State Warriors,Right,190.5,83.99,26,80,2613,1900,0.72713,23.75
Stephen Curry,11370786,2016,Golden State Warriors,Right,190.5,83.99,27,79,2700,2375,0.87963,30.06329
Stephen Graham,48630,2006,TOT,Right,198.12,97.61,23,22,175,58,0.33143,2.63636
Stephen Graham,48630,2006,Houston Rockets,Right,198.12,97.61,23,6,38,17,0.44737,2.83333
Stephen Graham,48630,2006,Chicago Bulls,Right,198.12,97.61,23,3,20,5,0.25,1.66667
Stephen Graham,48630,2006,Cleveland Cavaliers,Right,198.12,97.61,23,13,117,36,0.30769,2.76923
Stephen Graham,259204,2007,Portland Trail Blazers,Right,198.12,97.61,24,14,165,45,0.27273,3.21429
Stephen Graham,770610,2008,Indiana Pacers,Right,198.12,97.61,25,22,128,87,0.67969,3.95455
Stephen Graham,826269,2009,Indiana Pacers,Right,198.12,97.61,26,52,684,282,0.41228,5.42308
Stephen Graham,884881,2010,Charlotte Hornets,Right,198.12,97.61,27,70,804,296,0.36816,4.22857
Stephen Graham,992680,2011,Brooklyn Nets,Right,198.12,97.61,28,59,959,198,0.20647,3.35593
Stephen Jackson,316969,2001,Brooklyn Nets,Right,203.2,98.972,22,77,1660,635,0.38253,8.24675
Stephen Jackson,590850,2002,San Antonio Spurs,Right,203.2,98.972,23,23,227,89,0.39207,3.86957
Stephen Jackson,699935,2003,San Antonio Spurs,Right,203.2,98.972,24,80,2254,946,0.4197,11.825
Stephen Jackson,1000000,2004,Atlanta Hawks,Right,203.2,98.972,25,80,2940,1450,0.4932,18.125
Stephen Jackson,5100000,2005,Indiana Pacers,Right,203.2,98.972,26,51,1806,953,0.52769,18.68627
Stephen Jackson,5610000,2006,Indiana Pacers,Right,203.2,98.972,27,81,2910,1329,0.4567,16.40741
Stephen Jackson,6120000,2007,TOT,Right,203.2,98.972,28,75,2479,1161,0.46833,15.48
Stephen Jackson,6120000,2007,Indiana Pacers,Right,203.2,98.972,28,37,1186,521,0.43929,14.08108
Stephen Jackson,6120000,2007,Golden State Warriors,Right,203.2,98.972,28,38,1293,640,0.49497,16.84211
Stephen Jackson,6630000,2008,Golden State Warriors,Right,203.2,98.972,29,73,2855,1466,0.51349,20.08219
Stephen Jackson,7140000,2009,Golden State Warriors,Right,203.2,98.972,30,59,2339,1223,0.52287,20.72881
Stephen Jackson,7650000,2010,TOT,Right,203.2,98.972,31,81,3129,1667,0.53276,20.58025
Stephen Jackson,7650000,2010,Golden State Warriors,Right,203.2,98.972,31,9,300,149,0.49667,16.55556
Stephen Jackson,7650000,2010,Charlotte Hornets,Right,203.2,98.972,31,72,2829,1518,0.53659,21.08333
Stephen Jackson,8453250,2011,Charlotte Hornets,Right,203.2,98.972,32,67,2405,1240,0.51559,18.50746
Stephen Jackson,9256500,2012,TOT,Right,203.2,98.972,33,47,1212,461,0.38036,9.80851
Stephen Jackson,9256500,2012,Milwaukee Bucks,Right,203.2,98.972,33,26,712,274,0.38483,10.53846
Stephen Jackson,9256500,2012,San Antonio Spurs,Right,203.2,98.972,33,21,500,187,0.374,8.90476
Stephen Jackson,10059750,2013,San Antonio Spurs,Right,203.2,98.972,34,55,1075,341,0.31721,6.2
Stephon Marbury,9000000,2000,Brooklyn Nets,Right,187.96,81.72,22,74,2881,1640,0.56925,22.16216
Stephon Marbury,10130000,2001,Brooklyn Nets,Right,187.96,81.72,23,67,2557,1598,0.62495,23.85075
Stephon Marbury,11250000,2002,Phoenix Suns,Right,187.96,81.72,24,82,3187,1674,0.52526,20.41463
Stephon Marbury,12375000,2003,Phoenix Suns,Right,187.96,81.72,25,81,3240,1806,0.55741,22.2963
Stephon Marbury,13500000,2004,TOT,Right,187.96,81.72,26,81,3254,1639,0.50369,20.23457
Stephon Marbury,13500000,2004,Phoenix Suns,Right,187.96,81.72,26,34,1415,708,0.50035,20.82353
Stephon Marbury,13500000,2004,New York Knicks,Right,187.96,81.72,26,47,1839,931,0.50625,19.80851
Stephon Marbury,14625000,2005,New York Knicks,Right,187.96,81.72,27,82,3281,1781,0.54282,21.71951
Stephon Marbury,16453125,2006,New York Knicks,Right,187.96,81.72,28,60,2193,977,0.44551,16.28333
Stephon Marbury,17184375,2007,New York Knicks,Right,187.96,81.72,29,74,2748,1210,0.44032,16.35135
Stephon Marbury,19012500,2008,New York Knicks,Right,187.96,81.72,30,24,805,333,0.41366,13.875
Stephon Marbury,20840625,2009,Boston Celtics,Right,187.96,81.72,31,23,414,88,0.21256,3.82609
Steve Blake,366931,2004,Washington Wizards,Right,190.5,78.088,23,75,1392,444,0.31897,5.92
Steve Blake,620046,2005,Washington Wizards,Right,190.5,78.088,24,44,648,191,0.29475,4.34091
Steve Blake,1000000,2006,Portland Trail Blazers,Right,190.5,78.088,25,68,1781,560,0.31443,8.23529
Steve Blake,1330000,2007,TOT,Right,190.5,78.088,26,82,2225,528,0.2373,6.43902
Steve Blake,1330000,2007,Milwaukee Bucks,Right,190.5,78.088,26,33,583,120,0.20583,3.63636
Steve Blake,1330000,2007,Denver Nuggets,Right,190.5,78.088,26,49,1642,408,0.24848,8.32653
Steve Blake,4250000,2008,Portland Trail Blazers,Right,190.5,78.088,27,81,2424,692,0.28548,8.54321
Steve Blake,4250000,2009,Portland Trail Blazers,Right,190.5,78.088,28,69,2188,757,0.34598,10.97101
Steve Blake,4930000,2010,TOT,Right,190.5,78.088,29,80,2159,586,0.27142,7.325
Steve Blake,4930000,2010,Portland Trail Blazers,Right,190.5,78.088,29,51,1397,388,0.27774,7.60784
Steve Blake,4930000,2010,Los Angeles Clippers,Right,190.5,78.088,29,29,762,198,0.25984,6.82759
Steve Blake,4000000,2011,Los Angeles Lakers,Right,190.5,78.088,30,79,1581,319,0.20177,4.03797
Steve Blake,4000000,2012,Los Angeles Lakers,Right,190.5,78.088,31,53,1237,276,0.22312,5.20755
Steve Blake,4000000,2013,Los Angeles Lakers,Right,190.5,78.088,32,45,1175,327,0.2783,7.26667
Steve Blake,4000000,2014,TOT,Right,190.5,78.088,33,55,1498,378,0.25234,6.87273
Steve Blake,4000000,2014,Los Angeles Lakers,Right,190.5,78.088,33,27,891,256,0.28732,9.48148
Steve Blake,4000000,2014,Golden State Warriors,Right,190.5,78.088,33,28,607,122,0.20099,4.35714
Steve Blake,2077000,2015,Portland Trail Blazers,Right,190.5,78.088,34,81,1529,350,0.22891,4.32099
Steve Blake,2170465,2016,Detroit Pistons,Right,190.5,78.088,35,58,986,254,0.25761,4.37931
Steve Francis,3020520,2000,Houston Rockets,Right,190.5,88.53,22,77,2776,1388,0.5,18.02597
Steve Francis,3246960,2001,Houston Rockets,Right,190.5,88.53,23,80,3194,1591,0.49812,19.8875
Steve Francis,3473520,2002,Houston Rockets,Right,190.5,88.53,24,57,2343,1234,0.52668,21.64912
Steve Francis,4383581,2003,Houston Rockets,Right,190.5,88.53,25,81,3318,1703,0.51326,21.02469
Steve Francis,10960000,2004,Houston Rockets,Right,190.5,88.53,26,79,3194,1310,0.41014,16.58228
Steve Francis,12330000,2005,Orlando Magic,Right,190.5,88.53,27,78,2978,1663,0.55843,21.32051
Steve Francis,13700000,2006,TOT,Right,190.5,88.53,28,70,2393,1005,0.41997,14.35714
Steve Francis,13700000,2006,Orlando Magic,Right,190.5,88.53,28,46,1734,747,0.4308,16.23913
Steve Francis,13700000,2006,New York Knicks,Right,190.5,88.53,28,24,659,258,0.3915,10.75
Steve Francis,15070000,2007,New York Knicks,Right,190.5,88.53,29,44,1237,497,0.40178,11.29545
Steve Francis,15070000,2008,Houston Rockets,Right,190.5,88.53,30,10,199,55,0.27638,5.5
Steve Goodrich,465850,2002,Brooklyn Nets,Right,208.28,99.88,25,9,50,5,0.1,0.55556
Steve Kerr,1968750,2000,San Antonio Spurs,Right,190.5,79.45,34,32,268,89,0.33209,2.78125
Steve Kerr,2200000,2001,San Antonio Spurs,Right,190.5,79.45,35,55,650,181,0.27846,3.29091
Steve Kerr,2406250,2002,Portland Trail Blazers,Right,190.5,79.45,36,65,775,269,0.3471,4.13846
Steve Kerr,2625000,2003,San Antonio Spurs,Right,190.5,79.45,37,75,952,299,0.31408,3.98667
Steve Nash,5500000,2000,Dallas Mavericks,Right,190.5,88.53,25,56,1532,481,0.31397,8.58929
Steve Nash,5500000,2001,Dallas Mavericks,Right,190.5,88.53,26,70,2387,1092,0.45748,15.6
Steve Nash,5750000,2002,Dallas Mavericks,Right,190.5,88.53,27,82,2837,1466,0.51674,17.87805
Steve Nash,5750000,2003,Dallas Mavericks,Right,190.5,88.53,28,82,2711,1455,0.5367,17.7439
Steve Nash,5750000,2004,Dallas Mavericks,Right,190.5,88.53,29,78,2612,1128,0.43185,14.46154
Steve Nash,8750000,2005,Phoenix Suns,Right,190.5,88.53,30,75,2573,1165,0.45278,15.53333
Steve Nash,9625000,2006,Phoenix Suns,Right,190.5,88.53,31,79,2796,1489,0.53255,18.8481
Steve Nash,10500000,2007,Phoenix Suns,Right,190.5,88.53,32,76,2682,1412,0.52647,18.57895
Steve Nash,11375000,2008,Phoenix Suns,Right,190.5,88.53,33,81,2780,1371,0.49317,16.92593
Steve Nash,12250000,2009,Phoenix Suns,Right,190.5,88.53,34,74,2484,1160,0.46699,15.67568
Steve Nash,13125000,2010,Phoenix Suns,Right,190.5,88.53,35,81,2660,1333,0.50113,16.45679
Steve Nash,10310938,2011,Phoenix Suns,Right,190.5,88.53,36,75,2497,1106,0.44293,14.74667
Steve Nash,11689062,2012,Phoenix Suns,Right,190.5,88.53,37,62,1961,772,0.39368,12.45161
Steve Nash,8900000,2013,Los Angeles Lakers,Right,190.5,88.53,38,50,1627,636,0.3909,12.72
Steve Nash,9300500,2014,Los Angeles Lakers,Right,190.5,88.53,39,15,313,102,0.32588,6.8
Steve Novak,600000,2007,Houston Rockets,Right,208.28,99.88,23,35,191,51,0.26702,1.45714
Steve Novak,687456,2008,Houston Rockets,Right,208.28,99.88,24,35,264,135,0.51136,3.85714
Steve Novak,797581,2009,Los Angeles Clippers,Right,208.28,99.88,25,71,1161,492,0.42377,6.92958
Steve Novak,855189,2010,Los Angeles Clippers,Right,208.28,99.88,26,54,362,113,0.31215,2.09259
Steve Novak,384766,2011,TOT,Right,208.28,99.88,27,30,215,104,0.48372,3.46667
Steve Novak,384766,2011,Dallas Mavericks,Right,208.28,99.88,27,7,18,11,0.61111,1.57143
Steve Novak,384766,2011,San Antonio Spurs,Right,208.28,99.88,27,23,197,93,0.47208,4.04348
Steve Novak,992680,2012,New York Knicks,Right,208.28,99.88,28,54,1020,477,0.46765,8.83333
Steve Novak,4054055,2013,New York Knicks,Right,208.28,99.88,29,81,1641,535,0.32602,6.60494
Steve Novak,3750000,2014,Toronto Raptors,Right,208.28,99.88,30,54,540,178,0.32963,3.2963
Steve Novak,3445946,2015,TOT,Right,208.28,99.88,31,35,197,63,0.3198,1.8
Steve Novak,3445946,2015,Utah Jazz,Right,208.28,99.88,31,22,109,48,0.44037,2.18182
Steve Novak,3445946,2015,Oklahoma City Thunder,Right,208.28,99.88,31,13,88,15,0.17045,1.15385
Steve Novak,3750000,2016,TOT,Right,208.28,99.88,32,10,44,24,0.54545,2.4
Steve Novak,3750000,2016,Oklahoma City Thunder,Right,208.28,99.88,32,7,24,17,0.70833,2.42857
Steve Novak,3750000,2016,Milwaukee Bucks,Right,208.28,99.88,32,3,20,7,0.35,2.33333
Steve Smith,7200000,2000,Portland Trail Blazers,Right,200.66,90.8,30,82,2689,1225,0.45556,14.93902
Steve Smith,8100000,2001,Portland Trail Blazers,Right,200.66,90.8,31,81,2542,1105,0.4347,13.64198
Steve Smith,9000000,2002,San Antonio Spurs,Right,200.66,90.8,32,77,2211,895,0.40479,11.62338
Steve Smith,9900000,2003,San Antonio Spurs,Right,200.66,90.8,33,53,1032,360,0.34884,6.79245
Steve Smith,1070000,2004,New Orleans Pelicans,Right,200.66,90.8,34,71,929,358,0.38536,5.04225
Steve Smith,1100000,2005,TOT,Right,200.66,90.8,35,50,750,314,0.41867,6.28
Steve Smith,1100000,2005,Charlotte Hornets,Right,200.66,90.8,35,37,636,291,0.45755,7.86486
Steve Smith,1100000,2005,Miami Heat,Right,200.66,90.8,35,13,114,23,0.20175,1.76923
Steven Adams,2090880,2014,Oklahoma City Thunder,Right,213.36,113.5,20,81,1197,265,0.22139,3.2716
Steven Adams,2184960,2015,Oklahoma City Thunder,Right,213.36,113.5,21,70,1771,537,0.30322,7.67143
Steven Adams,2279040,2016,Oklahoma City Thunder,Right,213.36,113.5,22,80,2014,636,0.31579,7.95
Steven Hill,148238,2009,Oklahoma City Thunder,Left,213.36,112.592,23,1,2,2,1,2
Steven Hunter,1244880,2002,Orlando Magic,Right,213.36,99.88,20,53,516,189,0.36628,3.56604
Steven Hunter,1338240,2003,Orlando Magic,Right,213.36,99.88,21,33,447,130,0.29083,3.93939
Steven Hunter,1431600,2004,Orlando Magic,Right,213.36,99.88,22,59,789,187,0.23701,3.16949
Steven Hunter,1000000,2005,Phoenix Suns,Right,213.36,99.88,23,76,1046,348,0.3327,4.57895
Steven Hunter,2800000,2006,Philadelphia 76ers,Right,213.36,99.88,24,69,1312,421,0.32088,6.10145
Steven Hunter,3024000,2007,Philadelphia 76ers,Right,213.36,99.88,25,70,1605,450,0.28037,6.42857
Steven Hunter,3248000,2008,Denver Nuggets,Right,213.36,99.88,26,19,120,39,0.325,2.05263
Steven Hunter,3696000,2010,Memphis Grizzlies,Right,213.36,99.88,28,21,158,53,0.33544,2.52381
Steven Smith,161061,2007,Philadelphia 76ers,Right,203.2,106.69,23,8,28,5,0.17857,0.625
Stromile Swift,3164280,2001,Memphis Grizzlies,Right,205.74,102.15,21,80,1312,391,0.29802,4.8875
Stromile Swift,3401640,2002,Memphis Grizzlies,Right,205.74,102.15,22,68,1805,803,0.44488,11.80882
Stromile Swift,3639000,2003,Memphis Grizzlies,Right,205.74,102.15,23,67,1478,647,0.43775,9.65672
Stromile Swift,4592418,2004,Memphis Grizzlies,Right,205.74,102.15,24,77,1528,727,0.47579,9.44156
Stromile Swift,5993105,2005,Memphis Grizzlies,Right,205.74,102.15,25,60,1279,604,0.47224,10.06667
Stromile Swift,5000000,2006,Houston Rockets,Right,205.74,102.15,26,66,1344,586,0.43601,8.87879
Stromile Swift,5400000,2007,Memphis Grizzlies,Right,205.74,102.15,27,54,1029,419,0.40719,7.75926
Stromile Swift,5800000,2008,TOT,Right,205.74,102.15,28,56,844,343,0.4064,6.125
Stromile Swift,5800000,2008,Memphis Grizzlies,Right,205.74,102.15,28,35,549,238,0.43352,6.8
Stromile Swift,5800000,2008,Brooklyn Nets,Right,205.74,102.15,28,21,295,105,0.35593,5
Stromile Swift,6200000,2009,TOT,Right,205.74,102.15,29,19,185,62,0.33514,3.26316
Stromile Swift,6200000,2009,Brooklyn Nets,Right,205.74,102.15,29,6,64,23,0.35938,3.83333
Stromile Swift,6200000,2009,Phoenix Suns,Right,205.74,102.15,29,13,121,39,0.32231,3
Sun Yue,442114,2009,Los Angeles Lakers,Left,205.74,93.07,23,10,28,6,0.21429,0.6
Sundiata Gaines,269169,2010,Utah Jazz,Right,185.42,83.99,23,32,217,106,0.48848,3.3125
Sundiata Gaines,237626,2011,TOT,Right,185.42,83.99,24,24,301,111,0.36877,4.625
Sundiata Gaines,237626,2011,Minnesota Timberwolves,Right,185.42,83.99,24,8,65,21,0.32308,2.625
Sundiata Gaines,237626,2011,Toronto Raptors,Right,185.42,83.99,24,6,90,35,0.38889,5.83333
Sundiata Gaines,237626,2011,Brooklyn Nets,Right,185.42,83.99,24,10,146,55,0.37671,5.5
Sundiata Gaines,854389,2012,Brooklyn Nets,Right,185.42,83.99,25,57,793,291,0.36696,5.10526
T.J. Ford,2002680,2004,Milwaukee Bucks,Right,182.88,74.91,20,55,1472,391,0.26562,7.10909
T.J. Ford,2303040,2006,Milwaukee Bucks,Right,182.88,74.91,22,72,2557,878,0.34337,12.19444
T.J. Ford,2929467,2007,Toronto Raptors,Right,182.88,74.91,23,75,2243,1047,0.46679,13.96
T.J. Ford,8000000,2008,Toronto Raptors,Right,182.88,74.91,24,51,1199,617,0.5146,12.09804
T.J. Ford,8000000,2009,Indiana Pacers,Right,182.88,74.91,25,74,2258,1106,0.48981,14.94595
T.J. Ford,8500000,2010,Indiana Pacers,Right,182.88,74.91,26,47,1189,484,0.40706,10.29787
T.J. Ford,8500000,2011,Indiana Pacers,Right,182.88,74.91,27,41,773,223,0.28849,5.43902
T.J. Ford,1146337,2012,San Antonio Spurs,Right,182.88,74.91,28,14,191,51,0.26702,3.64286
T.J. McConnell,525093,2016,Philadelphia 76ers,Right,187.96,90.8,23,81,1606,493,0.30697,6.08642
T.J. Warren,1953120,2015,Phoenix Suns,Right,203.2,104.42,21,40,614,245,0.39902,6.125
T.J. Warren,2041080,2016,Phoenix Suns,Right,203.2,104.42,22,47,1070,515,0.48131,10.95745
Taj Gibson,1039800,2010,Chicago Bulls,Right,205.74,102.15,24,82,2204,735,0.33348,8.96341
Taj Gibson,1117680,2011,Chicago Bulls,Right,205.74,102.15,25,80,1742,569,0.32664,7.1125
Taj Gibson,1195680,2012,Chicago Bulls,Right,205.74,102.15,26,63,1284,484,0.37695,7.68254
Taj Gibson,2155811,2013,Chicago Bulls,Right,205.74,102.15,27,65,1459,517,0.35435,7.95385
Taj Gibson,7550000,2014,Chicago Bulls,Right,205.74,102.15,28,82,2351,1069,0.4547,13.03659
Taj Gibson,8000000,2015,Chicago Bulls,Right,205.74,102.15,29,62,1692,640,0.37825,10.32258
Taj Gibson,8500000,2016,Chicago Bulls,Right,205.74,102.15,30,73,1936,627,0.32386,8.58904
Tamar Slay,349458,2003,Brooklyn Nets,Right,203.2,97.61,22,36,274,92,0.33577,2.55556
Tamar Slay,563679,2004,Brooklyn Nets,Right,203.2,97.61,23,22,165,53,0.32121,2.40909
Tamar Slay,695046,2005,Charlotte Hornets,Right,203.2,97.61,24,8,78,28,0.35897,3.5
Tang Hamilton,60881,2002,Miami Heat,Right,203.2,99.88,23,9,98,20,0.20408,2.22222
Tarence Kinsey,412718,2007,Memphis Grizzlies,Right,198.12,83.99,22,48,967,369,0.38159,7.6875
Tarence Kinsey,219533,2008,Memphis Grizzlies,Right,198.12,83.99,23,11,96,40,0.41667,3.63636
Tarence Kinsey,797581,2009,Cleveland Cavaliers,Right,198.12,83.99,24,50,277,102,0.36823,2.04
Tarik Black,507336,2015,TOT,Right,205.74,113.5,23,63,1196,379,0.31689,6.01587
Tarik Black,507336,2015,Houston Rockets,Right,205.74,113.5,23,25,393,105,0.26718,4.2
Tarik Black,507336,2015,Los Angeles Lakers,Right,205.74,113.5,23,38,803,274,0.34122,7.21053
Tarik Black,845059,2016,Los Angeles Lakers,Right,205.74,113.5,24,39,496,133,0.26815,3.41026
Tariq Abdul-Wahad,1594920,2000,TOT,Right,198.12,101.242,25,61,1578,697,0.4417,11.42623
Tariq Abdul-Wahad,1594920,2000,Orlando Magic,Right,198.12,101.242,25,46,1205,563,0.46722,12.23913
Tariq Abdul-Wahad,1594920,2000,Denver Nuggets,Right,198.12,101.242,25,15,373,134,0.35925,8.93333
Tariq Abdul-Wahad,4500000,2001,Denver Nuggets,Right,198.12,101.242,26,29,420,111,0.26429,3.82759
Tariq Abdul-Wahad,5062500,2002,TOT,Right,198.12,101.242,27,24,441,135,0.30612,5.625
Tariq Abdul-Wahad,5062500,2002,Denver Nuggets,Right,198.12,101.242,27,20,417,135,0.32374,6.75
Tariq Abdul-Wahad,5062500,2002,Dallas Mavericks,Right,198.12,101.242,27,4,24,0,0,0
Tariq Abdul-Wahad,5625000,2003,Dallas Mavericks,Right,198.12,101.242,28,14,204,57,0.27941,4.07143
Taurean Green,427163,2008,TOT,Right,182.88,80.358,21,17,74,27,0.36486,1.58824
Taurean Green,427163,2008,Portland Trail Blazers,Right,182.88,80.358,21,8,44,17,0.38636,2.125
Taurean Green,427163,2008,Denver Nuggets,Right,182.88,80.358,21,9,30,10,0.33333,1.11111
Taylor Griffin,457588,2010,Phoenix Suns,Right,200.66,108.052,23,8,32,10,0.3125,1.25
Tayshaun Prince,903360,2003,Detroit Pistons,Left,205.74,97.61,22,42,435,137,0.31494,3.2619
Tayshaun Prince,971160,2004,Detroit Pistons,Left,205.74,97.61,23,82,2701,841,0.31137,10.2561
Tayshaun Prince,1038960,2005,Detroit Pistons,Left,205.74,97.61,24,82,3039,1206,0.39684,14.70732
Tayshaun Prince,1763115,2006,Detroit Pistons,Left,205.74,97.61,25,82,2898,1156,0.3989,14.09756
Tayshaun Prince,7851240,2007,Detroit Pistons,Left,205.74,97.61,26,82,3001,1171,0.3902,14.28049
Tayshaun Prince,8675620,2008,Detroit Pistons,Left,205.74,97.61,27,82,2694,1080,0.40089,13.17073
Tayshaun Prince,9500000,2009,Detroit Pistons,Left,205.74,97.61,28,82,3057,1163,0.38044,14.18293
Tayshaun Prince,10324380,2010,Detroit Pistons,Left,205.74,97.61,29,49,1664,661,0.39724,13.4898
Tayshaun Prince,11148760,2011,Detroit Pistons,Left,205.74,97.61,30,78,2562,1098,0.42857,14.07692
Tayshaun Prince,6292135,2012,Detroit Pistons,Left,205.74,97.61,31,63,2087,798,0.38237,12.66667
Tayshaun Prince,6764045,2013,TOT,Left,205.74,97.61,32,82,2631,852,0.32383,10.39024
Tayshaun Prince,6764045,2013,Detroit Pistons,Left,205.74,97.61,32,45,1457,527,0.3617,11.71111
Tayshaun Prince,6764045,2013,Memphis Grizzlies,Left,205.74,97.61,32,37,1174,325,0.27683,8.78378
Tayshaun Prince,7235955,2014,Memphis Grizzlies,Left,205.74,97.61,33,76,1948,454,0.23306,5.97368
Tayshaun Prince,7707865,2015,TOT,Left,205.74,97.61,34,58,1397,434,0.31067,7.48276
Tayshaun Prince,7707865,2015,Memphis Grizzlies,Left,205.74,97.61,34,26,628,190,0.30255,7.30769
Tayshaun Prince,7707865,2015,Boston Celtics,Left,205.74,97.61,34,9,198,76,0.38384,8.44444
Tayshaun Prince,7707865,2015,Detroit Pistons,Left,205.74,97.61,34,23,571,168,0.29422,7.30435
Tayshaun Prince,1499187,2016,Minnesota Timberwolves,Left,205.74,97.61,35,77,1462,221,0.15116,2.87013
Terence Morris,420000,2002,Houston Rockets,Right,205.74,100.334,23,68,1110,255,0.22973,3.75
Terence Morris,512435,2003,Houston Rockets,Right,205.74,100.334,24,49,632,182,0.28797,3.71429
Terence Morris,835810,2006,Orlando Magic,Right,205.74,100.334,27,22,192,35,0.18229,1.59091
Terrance Roberson,316969,2001,Charlotte Hornets,Right,200.66,97.61,24,3,13,0,0,0
Terrel Harris,473604,2012,Miami Heat,Right,195.58,86.26,24,22,318,80,0.25157,3.63636
Terrel Harris,186656,2013,TOT,Right,195.58,86.26,25,20,137,15,0.10949,0.75
Terrel Harris,186656,2013,Miami Heat,Right,195.58,86.26,25,7,29,10,0.34483,1.42857
Terrel Harris,186656,2013,New Orleans Pelicans,Right,195.58,86.26,25,13,108,5,0.0463,0.38462
Terrell Brandon,7400000,2000,Minnesota Timberwolves,Right,180.34,81.72,29,71,2587,1212,0.4685,17.07042
Terrell Brandon,8330000,2001,Minnesota Timberwolves,Right,180.34,81.72,30,78,2821,1250,0.44311,16.02564
Terrell Brandon,9300000,2002,Minnesota Timberwolves,Right,180.34,81.72,31,32,962,397,0.41268,12.40625
Terrence Jones,1485000,2013,Houston Rockets,Left,205.74,114.408,21,19,276,104,0.37681,5.47368
Terrence Jones,1551840,2014,Houston Rockets,Left,205.74,114.408,22,76,2078,921,0.44321,12.11842
Terrence Jones,1618680,2015,Houston Rockets,Left,205.74,114.408,23,33,889,386,0.4342,11.69697
Terrence Jones,2489530,2016,Houston Rockets,Left,205.74,114.408,24,50,1044,434,0.41571,8.68
Terrence Ross,2563320,2013,Toronto Raptors,Right,200.66,88.53,21,73,1239,467,0.37692,6.39726
Terrence Ross,2678640,2014,Toronto Raptors,Right,200.66,88.53,22,81,2159,879,0.40713,10.85185
Terrence Ross,2793960,2015,Toronto Raptors,Right,200.66,88.53,23,82,2092,807,0.38576,9.84146
Terrence Ross,3553917,2016,Toronto Raptors,Right,200.66,88.53,24,73,1747,720,0.41214,9.86301
Terrence Williams,2060040,2010,Brooklyn Nets,Right,198.12,99.88,22,78,1764,656,0.37188,8.41026
Terrence Williams,2214480,2011,TOT,Right,198.12,99.88,23,21,290,106,0.36552,5.04762
Terrence Williams,2214480,2011,Brooklyn Nets,Right,198.12,99.88,23,10,206,67,0.32524,6.7
Terrence Williams,2214480,2011,Houston Rockets,Right,198.12,99.88,23,11,84,39,0.46429,3.54545
Terrence Williams,2369040,2012,TOT,Right,198.12,99.88,24,30,550,213,0.38727,7.1
Terrence Williams,2369040,2012,Houston Rockets,Right,198.12,99.88,24,12,181,54,0.29834,4.5
Terrence Williams,2369040,2012,Sacramento Kings,Right,198.12,99.88,24,18,369,159,0.43089,8.83333
Terrence Williams,296776,2013,Boston Celtics,Right,198.12,99.88,25,24,318,110,0.34591,4.58333
Terry Cummings,2600000,2000,Golden State Warriors,Right,205.74,99.88,38,22,398,184,0.46231,8.36364
