name,salary,season,team,shoots,height_cm,weight_kg,age,games_played,mins_played,pts,ppm,ppg
Carmelo Anthony,18518574,2012,New York Knicks,Right,203.2,104.42,27,55,1876,1245,0.66365,22.63636
Carmelo Anthony,19450000,2013,New York Knicks,Right,203.2,104.42,28,67,2482,1920,0.77357,28.65672
Carmelo Anthony,22407474,2014,New York Knicks,Right,203.2,104.42,29,77,2982,2112,0.70825,27.42857
Carmelo Anthony,22458000,2015,New York Knicks,Right,203.2,104.42,30,40,1428,966,0.67647,24.15
Carmelo Anthony,22875000,2016,New York Knicks,Right,203.2,104.42,31,72,2530,1573,0.62174,21.84722
Caron Butler,1678800,2003,Miami Heat,Right,200.66,98.518,22,78,2858,1201,0.42022,15.39744
Caron Butler,1804680,2004,Miami Heat,Right,200.66,98.518,23,68,2030,623,0.3069,9.16176
Caron Butler,1930680,2005,Los Angeles Lakers,Right,200.66,98.518,24,77,2746,1195,0.43518,15.51948
Caron Butler,2461617,2006,Washington Wizards,Right,200.66,98.518,25,75,2708,1318,0.48671,17.57333
Caron Butler,7438000,2007,Washington Wizards,Right,200.66,98.518,26,63,2474,1203,0.48626,19.09524
Caron Butler,8218990,2008,Washington Wizards,Right,200.66,98.518,27,58,2314,1180,0.50994,20.34483
Caron Butler,9249980,2009,Washington Wizards,Right,200.66,98.518,28,67,2585,1392,0.53849,20.77612
Caron Butler,9780970,2010,TOT,Right,200.66,98.518,29,74,2783,1206,0.43335,16.2973
Caron Butler,9780970,2010,Washington Wizards,Right,200.66,98.518,29,47,1853,796,0.42957,16.93617
Caron Butler,9780970,2010,Dallas Mavericks,Right,200.66,98.518,29,27,930,410,0.44086,15.18519
Caron Butler,10561960,2011,Dallas Mavericks,Right,200.66,98.518,30,29,867,436,0.50288,15.03448
Caron Butler,8000000,2012,Los Angeles Clippers,Right,200.66,98.518,31,63,1871,753,0.40246,11.95238
Caron Butler,8000000,2013,Los Angeles Clippers,Right,200.66,98.518,32,78,1879,813,0.43268,10.42308
Caron Butler,8000000,2014,TOT,Right,200.66,98.518,33,56,1419,587,0.41367,10.48214
Caron Butler,8000000,2014,Milwaukee Bucks,Right,200.66,98.518,33,34,821,374,0.45554,11
Caron Butler,8000000,2014,Oklahoma City Thunder,Right,200.66,98.518,33,22,598,213,0.35619,9.68182
Caron Butler,4500000,2015,Detroit Pistons,Right,200.66,98.518,34,78,1623,460,0.28343,5.89744
Caron Butler,1499187,2016,Sacramento Kings,Right,200.66,98.518,35,17,176,63,0.35795,3.70588
Cartier Martin,200252,2009,Charlotte Hornets,Right,200.66,99.88,24,33,266,86,0.32331,2.60606
Cartier Martin,86638,2010,TOT,Right,200.66,99.88,25,18,390,141,0.36154,7.83333
Cartier Martin,86638,2010,Golden State Warriors,Right,200.66,99.88,25,10,276,90,0.32609,9
Cartier Martin,86638,2010,Washington Wizards,Right,200.66,99.88,25,8,114,51,0.44737,6.375
Cartier Martin,854389,2011,Washington Wizards,Right,200.66,99.88,26,52,542,209,0.38561,4.01923
Cartier Martin,915852,2013,Washington Wizards,Right,200.66,99.88,28,41,694,270,0.38905,6.58537
Cartier Martin,1145685,2015,Detroit Pistons,Right,200.66,99.88,30,23,198,36,0.18182,1.56522
Casey Jacobsen,941040,2003,Phoenix Suns,Right,198.12,97.61,21,72,1147,368,0.32084,5.11111
Casey Jacobsen,1011600,2004,Phoenix Suns,Right,198.12,97.61,22,78,1828,466,0.25492,5.97436
Casey Jacobsen,1082160,2005,TOT,Right,198.12,97.61,23,84,1798,547,0.30423,6.5119
Casey Jacobsen,1082160,2005,Phoenix Suns,Right,198.12,97.61,23,40,768,212,0.27604,5.3
Casey Jacobsen,1082160,2005,New Orleans Pelicans,Right,198.12,97.61,23,44,1030,335,0.32524,7.61364
Casey Jacobsen,826269,2008,Memphis Grizzlies,Right,198.12,97.61,26,53,547,107,0.19561,2.01887
Cedric Bozeman,412718,2007,Atlanta Hawks,Right,198.12,93.978,23,23,199,26,0.13065,1.13043
Cedric Ceballos,3500000,2000,Dallas Mavericks,Right,198.12,86.26,30,69,2064,1147,0.55572,16.62319
Cedric Ceballos,3937500,2001,TOT,Right,198.12,86.26,31,40,559,261,0.46691,6.525
Cedric Ceballos,3937500,2001,Detroit Pistons,Right,198.12,86.26,31,13,166,75,0.45181,5.76923
Cedric Ceballos,3937500,2001,Miami Heat,Right,198.12,86.26,31,27,393,186,0.47328,6.88889
Cedric Henderson,2400000,2000,Cleveland Cavaliers,Right,200.66,97.61,24,61,1107,328,0.2963,5.37705
Cedric Henderson,2700000,2001,Cleveland Cavaliers,Right,200.66,97.61,25,55,961,235,0.24454,4.27273
Cedric Henderson,3000000,2002,Golden State Warriors,Right,200.66,97.61,26,12,70,36,0.51429,3
Cedric Jackson,53834,2010,TOT,Right,190.5,86.714,23,12,74,20,0.27027,1.66667
Cedric Jackson,53834,2010,Cleveland Cavaliers,Right,190.5,86.714,23,5,10,1,0.1,0.2
Cedric Jackson,53834,2010,San Antonio Spurs,Right,190.5,86.714,23,3,25,7,0.28,2.33333
Cedric Jackson,53834,2010,Washington Wizards,Right,190.5,86.714,23,4,39,12,0.30769,3
Cedric Simmons,1515480,2007,New Orleans Pelicans,Right,205.74,106.69,21,43,534,126,0.23596,2.93023
Cedric Simmons,1629120,2008,TOT,Right,205.74,106.69,22,14,87,8,0.09195,0.57143
Cedric Simmons,1629120,2008,Cleveland Cavaliers,Right,205.74,106.69,22,7,68,4,0.05882,0.57143
Cedric Simmons,1629120,2008,Chicago Bulls,Right,205.74,106.69,22,7,19,4,0.21053,0.57143
Cedric Simmons,1742760,2009,TOT,Right,205.74,106.69,23,18,84,29,0.34524,1.61111
Cedric Simmons,1742760,2009,Chicago Bulls,Right,205.74,106.69,23,11,61,28,0.45902,2.54545
Cedric Simmons,1742760,2009,Sacramento Kings,Right,205.74,106.69,23,7,23,1,0.04348,0.14286
Chandler Parsons,850000,2012,Houston Rockets,Right,205.74,90.8,23,63,1804,599,0.33204,9.50794
Chandler Parsons,888250,2013,Houston Rockets,Right,205.74,90.8,24,76,2758,1177,0.42676,15.48684
Chandler Parsons,926500,2014,Houston Rockets,Right,205.74,90.8,25,74,2783,1226,0.44053,16.56757
Chandler Parsons,14700000,2015,Dallas Mavericks,Right,205.74,90.8,26,66,2186,1037,0.47438,15.71212
Chandler Parsons,15361500,2016,Dallas Mavericks,Right,205.74,90.8,27,61,1799,837,0.46526,13.72131
Channing Frye,2162880,2006,New York Knicks,Right,210.82,112.592,22,65,1572,802,0.51018,12.33846
Channing Frye,2325000,2007,New York Knicks,Right,210.82,112.592,23,72,1896,684,0.36076,9.5
Channing Frye,2487240,2008,Portland Trail Blazers,Right,210.82,112.592,24,78,1342,530,0.39493,6.79487
Channing Frye,3163769,2009,Portland Trail Blazers,Right,210.82,112.592,25,63,746,263,0.35255,4.1746
Channing Frye,2000000,2010,Phoenix Suns,Right,210.82,112.592,26,81,2190,904,0.41279,11.16049
Channing Frye,5200000,2011,Phoenix Suns,Right,210.82,112.592,27,77,2541,976,0.3841,12.67532
Channing Frye,5600000,2012,Phoenix Suns,Right,210.82,112.592,28,64,1669,674,0.40383,10.53125
Channing Frye,6400000,2014,Phoenix Suns,Right,210.82,112.592,30,82,2312,910,0.3936,11.09756
Channing Frye,8175476,2015,Orlando Magic,Right,210.82,112.592,31,75,1870,549,0.29358,7.32
Channing Frye,7807579,2016,TOT,Right,210.82,112.592,32,70,1200,425,0.35417,6.07143
Channing Frye,7807579,2016,Orlando Magic,Right,210.82,112.592,32,44,754,229,0.30371,5.20455
Channing Frye,7807579,2016,Cleveland Cavaliers,Right,210.82,112.592,32,26,446,196,0.43946,7.53846
Charles Barkley,9000000,2000,Houston Rockets,Right,198.12,114.408,36,20,620,289,0.46613,14.45
Charles Jenkins,473604,2012,Golden State Warriors,Right,190.5,99.88,22,51,893,297,0.33259,5.82353
Charles Jenkins,762195,2013,TOT,Right,190.5,99.88,23,59,441,111,0.2517,1.88136
Charles Jenkins,762195,2013,Golden State Warriors,Right,190.5,99.88,23,47,291,81,0.27835,1.7234
Charles Jenkins,762195,2013,Philadelphia 76ers,Right,190.5,99.88,23,12,150,30,0.2,2.5
Charles Jones,385000,2000,Los Angeles Clippers,Right,190.5,81.72,24,56,662,188,0.28399,3.35714
Charles Oakley,5236000,2000,Toronto Raptors,Right,203.2,102.15,36,80,2431,548,0.22542,6.85
Charles Oakley,5760000,2001,Toronto Raptors,Right,203.2,102.15,37,78,2767,748,0.27033,9.58974
Charles Oakley,6545000,2002,Chicago Bulls,Right,203.2,102.15,38,57,1383,216,0.15618,3.78947
Charles Oakley,1030000,2003,Washington Wizards,Right,203.2,102.15,39,42,514,74,0.14397,1.7619
Charles Smith,540850,2002,San Antonio Spurs,Right,193.04,88.076,26,60,1141,441,0.3865,7.35
Charles Smith,637435,2003,Portland Trail Blazers,Right,193.04,88.076,27,3,13,5,0.38462,1.66667
Charles Smith,771123,2006,TOT,Right,193.04,88.076,30,22,210,80,0.38095,3.63636
Charles Smith,771123,2006,Portland Trail Blazers,Right,193.04,88.076,30,21,208,80,0.38462,3.80952
Charles Smith,771123,2006,Denver Nuggets,Right,193.04,88.076,30,1,2,0,0,0
Charlie Bell,89292,2002,TOT,Right,190.5,90.8,22,7,44,8,0.18182,1.14286
Charlie Bell,89292,2002,Phoenix Suns,Right,190.5,90.8,22,5,42,8,0.19048,1.6
Charlie Bell,89292,2002,Dallas Mavericks,Right,190.5,90.8,22,2,2,0,0,0
Charlie Bell,641748,2006,Milwaukee Bucks,Right,190.5,90.8,26,59,1283,494,0.38504,8.37288
Charlie Bell,744551,2007,Milwaukee Bucks,Right,190.5,90.8,27,82,2848,1110,0.38975,13.53659
Charlie Bell,3100000,2008,Milwaukee Bucks,Right,190.5,90.8,28,68,1628,514,0.31572,7.55882
Charlie Bell,3354480,2009,Milwaukee Bucks,Right,190.5,90.8,29,70,1783,587,0.32922,8.38571
Charlie Bell,3596000,2010,Milwaukee Bucks,Right,190.5,90.8,30,71,1611,459,0.28492,6.46479
Charlie Bell,4447792,2011,Golden State Warriors,Right,190.5,90.8,31,19,171,32,0.18713,1.68421
Charlie Villanueva,2360880,2006,Toronto Raptors,Right,210.82,108.96,21,81,2361,1053,0.446,13
Charlie Villanueva,2537880,2007,Milwaukee Bucks,Right,210.82,108.96,22,39,984,462,0.46951,11.84615
Charlie Villanueva,2715000,2008,Milwaukee Bucks,Right,210.82,108.96,23,76,1829,886,0.48442,11.65789
Charlie Villanueva,3448050,2009,Milwaukee Bucks,Right,210.82,108.96,24,78,2095,1264,0.60334,16.20513
Charlie Villanueva,6500000,2010,Detroit Pistons,Right,210.82,108.96,25,78,1848,931,0.50379,11.9359
Charlie Villanueva,7020000,2011,Detroit Pistons,Right,210.82,108.96,26,76,1666,840,0.5042,11.05263
Charlie Villanueva,7540000,2012,Detroit Pistons,Right,210.82,108.96,27,13,180,91,0.50556,7
Charlie Villanueva,8060000,2013,Detroit Pistons,Right,210.82,108.96,28,69,1092,467,0.42766,6.76812
Charlie Villanueva,8580000,2014,Detroit Pistons,Right,210.82,108.96,29,20,180,92,0.51111,4.6
Charlie Villanueva,1316809,2015,Dallas Mavericks,Right,210.82,108.96,30,64,678,403,0.5944,6.29688
Charlie Villanueva,1499187,2016,Dallas Mavericks,Right,210.82,108.96,31,62,665,319,0.4797,5.14516
Charlie Ward,4540000,2000,New York Knicks,Right,187.96,86.26,29,72,1986,528,0.26586,7.33333
Charlie Ward,5040000,2001,New York Knicks,Right,187.96,86.26,30,61,1492,433,0.29021,7.09836
Charlie Ward,5110000,2002,New York Knicks,Right,187.96,86.26,31,63,1058,326,0.30813,5.1746
Charlie Ward,5570000,2003,New York Knicks,Right,187.96,86.26,32,66,1465,472,0.32218,7.15152
Charlie Ward,6030000,2004,TOT,Right,187.96,86.26,33,71,1252,424,0.33866,5.97183
Charlie Ward,6030000,2004,New York Knicks,Right,187.96,86.26,33,35,827,305,0.3688,8.71429
Charlie Ward,6030000,2004,San Antonio Spurs,Right,187.96,86.26,33,36,425,119,0.28,3.30556
Charlie Ward,1700000,2005,Houston Rockets,Right,187.96,86.26,34,14,360,75,0.20833,5.35714
Chase Budinger,457588,2010,Houston Rockets,Right,200.66,98.972,21,74,1488,657,0.44153,8.87838
Chase Budinger,780871,2011,Houston Rockets,Right,200.66,98.972,22,78,1738,765,0.44016,9.80769
Chase Budinger,854389,2012,Houston Rockets,Right,200.66,98.972,23,58,1298,558,0.42989,9.62069
Chase Budinger,885120,2013,Minnesota Timberwolves,Right,200.66,98.972,24,23,508,216,0.4252,9.3913
Chase Budinger,5000000,2014,Minnesota Timberwolves,Right,200.66,98.972,25,41,751,274,0.36485,6.68293
Chase Budinger,5000000,2015,Minnesota Timberwolves,Right,200.66,98.972,26,67,1286,457,0.35537,6.8209
Chase Budinger,5000000,2016,TOT,Right,200.66,98.972,27,66,929,271,0.29171,4.10606
Chase Budinger,5000000,2016,Indiana Pacers,Right,200.66,98.972,27,49,729,216,0.2963,4.40816
Chase Budinger,5000000,2016,Phoenix Suns,Right,200.66,98.972,27,17,200,55,0.275,3.23529
Chauncey Billups,3100080,2000,Denver Nuggets,Right,190.5,91.708,23,13,305,112,0.36721,8.61538
Chauncey Billups,2250000,2001,Minnesota Timberwolves,Right,190.5,91.708,24,77,1790,713,0.39832,9.25974
Chauncey Billups,2475000,2002,Minnesota Timberwolves,Right,190.5,91.708,25,82,2355,1027,0.43609,12.52439
Chauncey Billups,4546000,2003,Detroit Pistons,Right,190.5,91.708,26,74,2327,1199,0.51526,16.2027
Chauncey Billups,5000600,2004,Detroit Pistons,Right,190.5,91.708,27,78,2758,1318,0.47788,16.89744
Chauncey Billups,5455200,2005,Detroit Pistons,Right,190.5,91.708,28,80,2866,1316,0.45918,16.45
Chauncey Billups,5909800,2006,Detroit Pistons,Right,190.5,91.708,29,81,2925,1495,0.51111,18.45679
Chauncey Billups,6364400,2007,Detroit Pistons,Right,190.5,91.708,30,70,2533,1191,0.47019,17.01429
Chauncey Billups,10000000,2008,Detroit Pistons,Right,190.5,91.708,31,78,2522,1324,0.52498,16.97436
Chauncey Billups,11050000,2009,TOT,Right,190.5,91.708,32,79,2789,1400,0.50197,17.72152
Chauncey Billups,11050000,2009,Detroit Pistons,Right,190.5,91.708,32,2,70,25,0.35714,12.5
Chauncey Billups,11050000,2009,Denver Nuggets,Right,190.5,91.708,32,77,2719,1375,0.5057,17.85714
Chauncey Billups,12100000,2010,Denver Nuggets,Right,190.5,91.708,33,73,2490,1427,0.57309,19.54795
Chauncey Billups,13150000,2011,TOT,Right,190.5,91.708,34,72,2310,1208,0.52294,16.77778
Chauncey Billups,13150000,2011,Denver Nuggets,Right,190.5,91.708,34,51,1646,840,0.51033,16.47059
Chauncey Billups,13150000,2011,New York Knicks,Right,190.5,91.708,34,21,664,368,0.55422,17.52381
Chauncey Billups,12199968,2012,Los Angeles Clippers,Right,190.5,91.708,35,20,607,299,0.49259,14.95
Chauncey Billups,4000000,2013,Los Angeles Clippers,Right,190.5,91.708,36,22,418,184,0.44019,8.36364
Chauncey Billups,2500000,2014,Detroit Pistons,Right,190.5,91.708,37,19,309,72,0.23301,3.78947
Cheikh Samb,427163,2008,Detroit Pistons,Right,215.9,111.23,23,4,31,7,0.22581,1.75
Cheikh Samb,797581,2009,TOT,Right,215.9,111.23,24,18,83,15,0.18072,0.83333
Cheikh Samb,797581,2009,Denver Nuggets,Right,215.9,111.23,24,6,24,4,0.16667,0.66667
Cheikh Samb,797581,2009,Los Angeles Clippers,Right,215.9,111.23,24,10,51,11,0.21569,1.1
Cheikh Samb,797581,2009,New York Knicks,Right,215.9,111.23,24,2,8,0,0,0
Cherokee Parks,1925000,2000,Memphis Grizzlies,Right,210.82,106.69,27,56,808,168,0.20792,3
Cherokee Parks,2100000,2001,TOT,Right,210.82,106.69,28,65,1054,299,0.28368,4.6
Cherokee Parks,2100000,2001,Washington Wizards,Right,210.82,106.69,28,13,178,48,0.26966,3.69231
Cherokee Parks,2100000,2001,Los Angeles Clippers,Right,210.82,106.69,28,52,876,251,0.28653,4.82692
Cherokee Parks,715850,2002,San Antonio Spurs,Right,210.82,106.69,29,42,234,63,0.26923,1.5
Cherokee Parks,824935,2003,Los Angeles Clippers,Right,210.82,106.69,30,30,648,188,0.29012,6.26667
Cherokee Parks,228946,2004,Golden State Warriors,Right,210.82,106.69,31,12,64,12,0.1875,1
Chris Andersen,288171,2002,Denver Nuggets,Right,208.28,104.42,23,24,262,72,0.27481,3
Chris Andersen,512435,2003,Denver Nuggets,Right,208.28,104.42,24,59,907,305,0.33627,5.16949
Chris Andersen,638679,2004,Denver Nuggets,Right,208.28,104.42,25,71,1029,243,0.23615,3.42254
Chris Andersen,1600000,2005,New Orleans Pelicans,Right,208.28,104.42,26,67,1430,513,0.35874,7.65672
Chris Andersen,3500000,2006,New Orleans Pelicans,Right,208.28,104.42,27,32,570,161,0.28246,5.03125
Chris Andersen,998398,2009,Denver Nuggets,Right,208.28,104.42,30,71,1460,452,0.30959,6.3662
Chris Andersen,3650000,2010,Denver Nuggets,Right,208.28,104.42,31,76,1695,448,0.26431,5.89474
Chris Andersen,4533300,2011,Denver Nuggets,Right,208.28,104.42,32,45,732,250,0.34153,5.55556
Chris Andersen,4234000,2012,Denver Nuggets,Right,208.28,104.42,33,32,486,168,0.34568,5.25
Chris Andersen,4526000,2013,Miami Heat,Right,208.28,104.42,34,42,624,207,0.33173,4.92857
Chris Andersen,1399507,2014,Miami Heat,Right,208.28,104.42,35,72,1396,477,0.34169,6.625
Chris Andersen,5375000,2015,Miami Heat,Right,208.28,104.42,36,60,1132,320,0.28269,5.33333
Chris Andersen,5000000,2016,TOT,Right,208.28,104.42,37,27,402,105,0.26119,3.88889
Chris Andersen,5000000,2016,Miami Heat,Right,208.28,104.42,37,7,36,13,0.36111,1.85714
Chris Andersen,5000000,2016,Memphis Grizzlies,Right,208.28,104.42,37,20,366,92,0.25137,4.6
Chris Anstey,1113720,2000,Chicago Bulls,Right,213.36,113.046,25,73,1007,439,0.43595,6.0137
Chris Bosh,2911320,2004,Toronto Raptors,Left,210.82,106.69,19,75,2510,861,0.34303,11.48
Chris Bosh,3129720,2005,Toronto Raptors,Left,210.82,106.69,20,81,3017,1361,0.45111,16.80247
Chris Bosh,3348000,2006,Toronto Raptors,Left,210.82,106.69,21,70,2751,1572,0.57143,22.45714
Chris Bosh,4235220,2007,Toronto Raptors,Left,210.82,106.69,22,69,2658,1561,0.58728,22.62319
Chris Bosh,12455000,2008,Toronto Raptors,Left,210.82,106.69,23,67,2425,1496,0.61691,22.32836
Chris Bosh,14410581,2009,Toronto Raptors,Left,210.82,106.69,24,77,2928,1746,0.59631,22.67532
Chris Bosh,15779912,2010,Toronto Raptors,Left,210.82,106.69,25,70,2526,1678,0.66429,23.97143
Chris Bosh,14500000,2011,Miami Heat,Left,210.82,106.69,26,77,2795,1438,0.51449,18.67532
Chris Bosh,16022500,2012,Miami Heat,Left,210.82,106.69,27,57,2007,1025,0.51071,17.98246
Chris Bosh,17545000,2013,Miami Heat,Left,210.82,106.69,28,74,2454,1232,0.50204,16.64865
Chris Bosh,19067500,2014,Miami Heat,Left,210.82,106.69,29,79,2531,1281,0.50612,16.21519
Chris Bosh,20644400,2015,Miami Heat,Left,210.82,106.69,30,44,1556,928,0.5964,21.09091
Chris Bosh,22192730,2016,Miami Heat,Left,210.82,106.69,31,53,1778,1010,0.56805,19.0566
Chris Carr,60000,2000,TOT,Right,195.58,93.978,25,57,1166,531,0.4554,9.31579
Chris Carr,60000,2000,Golden State Warriors,Right,195.58,93.978,25,7,74,39,0.52703,5.57143
Chris Carr,60000,2000,Chicago Bulls,Right,195.58,93.978,25,50,1092,492,0.45055,9.84
Chris Carr,1200000,2001,Boston Celtics,Right,195.58,93.978,26,35,309,169,0.54693,4.82857
Chris Childs,4160000,2000,New York Knicks,Right,190.5,88.53,32,71,1675,376,0.22448,5.29577
Chris Childs,4680000,2001,TOT,Right,190.5,88.53,33,77,1859,362,0.19473,4.7013
Chris Childs,4680000,2001,New York Knicks,Right,190.5,88.53,33,51,1309,245,0.18717,4.80392
Chris Childs,4680000,2001,Toronto Raptors,Right,190.5,88.53,33,26,550,117,0.21273,4.5
Chris Childs,5200000,2002,Toronto Raptors,Right,190.5,88.53,34,69,1576,285,0.18084,4.13043
Chris Childs,1750000,2003,Brooklyn Nets,Right,190.5,88.53,35,12,106,15,0.14151,1.25
Chris Copeland,473604,2013,New York Knicks,Right,205.74,106.69,28,56,862,486,0.56381,8.67857
Chris Copeland,3000000,2014,Indiana Pacers,Right,205.74,106.69,29,41,265,153,0.57736,3.73171
Chris Copeland,3135000,2015,Indiana Pacers,Right,205.74,106.69,30,50,828,309,0.37319,6.18
Chris Copeland,1100000,2016,Milwaukee Bucks,Right,205.74,106.69,31,24,156,50,0.32051,2.08333
Chris Crawford,2000000,2000,Atlanta Hawks,Right,205.74,106.69,24,55,668,252,0.37725,4.58182
Chris Crawford,2200000,2001,Atlanta Hawks,Right,205.74,106.69,25,47,901,318,0.35294,6.76596
Chris Crawford,2500000,2002,Atlanta Hawks,Right,205.74,106.69,26,7,131,53,0.40458,7.57143
Chris Crawford,2750000,2003,Atlanta Hawks,Right,205.74,106.69,27,5,38,24,0.63158,4.8
Chris Crawford,3000000,2004,Atlanta Hawks,Right,205.74,106.69,28,56,1207,569,0.47142,10.16071
Chris Douglas-Roberts,442411,2009,Brooklyn Nets,Right,200.66,90.8,22,44,585,216,0.36923,4.90909
Chris Douglas-Roberts,736000,2010,Brooklyn Nets,Right,200.66,90.8,23,67,1730,657,0.37977,9.80597
Chris Douglas-Roberts,854389,2011,Milwaukee Bucks,Right,200.66,90.8,24,44,884,323,0.36538,7.34091
Chris Douglas-Roberts,72892,2013,Dallas Mavericks,Right,200.66,90.8,26,6,63,17,0.26984,2.83333
Chris Douglas-Roberts,915243,2015,Los Angeles Clippers,Right,200.66,90.8,28,12,103,19,0.18447,1.58333
Chris Dudley,7100000,2000,New York Knicks,Right,210.82,106.69,34,47,459,55,0.11983,1.17021
Chris Dudley,6200000,2001,Phoenix Suns,Right,210.82,106.69,35,53,613,72,0.11746,1.35849
Chris Dudley,6200000,2002,Portland Trail Blazers,Right,210.82,106.69,36,43,327,48,0.14679,1.11628
Chris Dudley,1030000,2003,Portland Trail Blazers,Right,210.82,106.69,37,3,11,0,0,0
Chris Duhon,385277,2005,Chicago Bulls,Right,185.42,83.99,22,82,2177,487,0.2237,5.93902
Chris Duhon,2800000,2006,Chicago Bulls,Right,185.42,83.99,23,74,2155,647,0.30023,8.74324
Chris Duhon,3024000,2007,Chicago Bulls,Right,185.42,83.99,24,78,1906,558,0.29276,7.15385
Chris Duhon,3248000,2008,Chicago Bulls,Right,185.42,83.99,25,66,1490,385,0.25839,5.83333
Chris Duhon,5585000,2009,New York Knicks,Right,185.42,83.99,26,79,2906,880,0.30282,11.13924
Chris Duhon,6031800,2010,New York Knicks,Right,185.42,83.99,27,67,2072,494,0.23842,7.37313
Chris Duhon,3500000,2011,Orlando Magic,Right,185.42,83.99,28,51,774,125,0.1615,2.45098
Chris Duhon,3500000,2012,Orlando Magic,Right,185.42,83.99,29,63,1226,237,0.19331,3.7619
Chris Duhon,3500000,2013,Los Angeles Lakers,Right,185.42,83.99,30,46,820,133,0.1622,2.8913
Chris Gatling,4875200,2000,TOT,Left,208.28,99.88,32,85,1811,1014,0.55991,11.92941
Chris Gatling,4875200,2000,Orlando Magic,Left,208.28,99.88,32,45,1041,598,0.57445,13.28889
Chris Gatling,4875200,2000,Denver Nuggets,Left,208.28,99.88,32,40,770,416,0.54026,10.4
Chris Gatling,5550000,2001,Cleveland Cavaliers,Left,208.28,99.88,33,74,1670,842,0.50419,11.37838
Chris Gatling,2504227,2002,Miami Heat,Left,208.28,99.88,34,54,809,345,0.42645,6.38889
Chris Herren,301875,2000,Denver Nuggets,Right,187.96,89.438,24,45,597,141,0.23618,3.13333
Chris Herren,316969,2001,Boston Celtics,Right,187.96,89.438,25,25,408,83,0.20343,3.32
Chris Hunter,632455,2010,Golden State Warriors,Right,210.82,108.96,25,60,783,270,0.34483,4.5
Chris Jefferies,781800,2003,Toronto Raptors,Right,203.2,102.15,22,51,666,197,0.2958,3.86275
Chris Jefferies,840360,2004,TOT,Right,203.2,102.15,23,21,195,84,0.43077,4
Chris Jefferies,840360,2004,Toronto Raptors,Right,203.2,102.15,23,2,8,8,1,4
Chris Jefferies,840360,2004,Chicago Bulls,Right,203.2,102.15,23,19,187,76,0.40642,4
Chris Johnson,136509,2011,TOT,Right,210.82,95.34,25,14,138,33,0.23913,2.35714
Chris Johnson,136509,2011,Portland Trail Blazers,Right,210.82,95.34,25,10,106,27,0.25472,2.7
Chris Johnson,136509,2011,Boston Celtics,Right,210.82,95.34,25,4,32,6,0.1875,1.5
Chris Johnson,762195,2012,TOT,Right,210.82,95.34,26,27,175,55,0.31429,2.03704
Chris Johnson,762195,2012,Portland Trail Blazers,Right,210.82,95.34,26,20,93,32,0.34409,1.6
Chris Johnson,762195,2012,New Orleans Pelicans,Right,210.82,95.34,26,7,82,23,0.28049,3.28571
Chris Johnson,447298,2013,Minnesota Timberwolves,Right,210.82,95.34,27,30,284,117,0.41197,3.9
Chris Johnson,447298,2013,Memphis Grizzlies,Right,210.82,95.34,22,8,102,29,0.28431,3.625
Chris Johnson,916099,2014,Boston Celtics,Right,210.82,95.34,23,40,789,250,0.31686,6.25
Chris Johnson,166897,2015,TOT,Right,210.82,95.34,24,29,526,166,0.31559,5.72414
Chris Johnson,166897,2015,Philadelphia 76ers,Right,210.82,95.34,24,9,187,54,0.28877,6
Chris Johnson,166897,2015,Utah Jazz,Right,210.82,95.34,24,12,211,81,0.38389,6.75
Chris Johnson,166897,2015,Milwaukee Bucks,Right,210.82,95.34,24,8,128,31,0.24219,3.875
Chris Johnson,981348,2016,Utah Jazz,Right,210.82,95.34,25,70,857,205,0.23921,2.92857
Chris Kaman,2394600,2004,Los Angeles Clippers,Right,213.36,121.672,21,82,1843,499,0.27075,6.08537
Chris Kaman,2574240,2005,Los Angeles Clippers,Right,213.36,121.672,22,63,1632,572,0.35049,9.07937
Chris Kaman,2753760,2006,Los Angeles Clippers,Right,213.36,121.672,23,78,2560,932,0.36406,11.94872
Chris Kaman,3491768,2007,Los Angeles Clippers,Right,213.36,121.672,24,75,2176,754,0.34651,10.05333
Chris Kaman,8600000,2008,Los Angeles Clippers,Right,213.36,121.672,25,56,2083,878,0.42151,15.67857
Chris Kaman,9500000,2009,Los Angeles Clippers,Right,213.36,121.672,26,31,921,373,0.40499,12.03226
Chris Kaman,10400000,2010,Los Angeles Clippers,Right,213.36,121.672,27,76,2608,1408,0.53988,18.52632
Chris Kaman,11800000,2011,Los Angeles Clippers,Right,213.36,121.672,28,32,838,397,0.47375,12.40625
Chris Kaman,14030000,2012,New Orleans Pelicans,Right,213.36,121.672,29,47,1372,616,0.44898,13.10638
Chris Kaman,8000000,2013,Dallas Mavericks,Right,213.36,121.672,30,66,1363,693,0.50844,10.5
Chris Kaman,3183000,2014,Los Angeles Lakers,Right,213.36,121.672,31,39,736,404,0.54891,10.35897
Chris Kaman,4800000,2015,Portland Trail Blazers,Right,213.36,121.672,32,74,1398,638,0.45637,8.62162
Chris Kaman,5000000,2016,Portland Trail Blazers,Right,213.36,121.672,33,16,112,44,0.39286,2.75
Chris McCray,161061,2007,Milwaukee Bucks,Right,195.58,87.168,22,5,12,0,0,0
Chris Mihm,1923600,2001,Cleveland Cavaliers,Right,213.36,120.31,21,59,1166,446,0.3825,7.55932
Chris Mihm,2067960,2002,Cleveland Cavaliers,Right,213.36,120.31,22,74,1659,569,0.34298,7.68919
