Player,Season,Team,Salary,PPG,Height,Weight,PPM
Chris Carr,2000,TOT,60000,9.31579,196,94,0.4554
Chris Carr,2000,Golden State Warriors,60000,5.57143,196,94,0.52703
Chris Carr,2000,Chicago Bulls,60000,9.84,196,94,0.45055
Chris Carr,2001,Boston Celtics,1200000,4.82857,196,94,0.54693
Chris Childs,2000,New York Knicks,4160000,5.29577,191,89,0.22448
Chris Childs,2001,TOT,4680000,4.7013,191,89,0.19473
Chris Childs,2001,New York Knicks,4680000,4.80392,191,89,0.18717
Chris Childs,2001,Toronto Raptors,4680000,4.5,191,89,0.21273
Chris Childs,2002,Toronto Raptors,5200000,4.13043,191,89,0.18084
Chris Childs,2003,Brooklyn Nets,1750000,1.25,191,89,0.14151
Chris Copeland,2013,New York Knicks,473604,8.67857,206,107,0.56381
Chris Copeland,2014,Indiana Pacers,3000000,3.73171,206,107,0.57736
Chris Copeland,2015,Indiana Pacers,3135000,6.18,206,107,0.37319
Chris Copeland,2016,Milwaukee Bucks,1100000,2.08333,206,107,0.32051
Chris Crawford,2000,Atlanta Hawks,2000000,4.58182,206,107,0.37725
Chris Crawford,2001,Atlanta Hawks,2200000,6.76596,206,107,0.35294
Chris Crawford,2002,Atlanta Hawks,2500000,7.57143,206,107,0.40458
Chris Crawford,2003,Atlanta Hawks,2750000,4.8,206,107,0.63158
Chris Crawford,2004,Atlanta Hawks,3000000,10.16071,206,107,0.47142
Chris Douglas-Roberts,2009,Brooklyn Nets,442411,4.90909,201,91,0.36923
Chris Douglas-Roberts,2010,Brooklyn Nets,736000,9.80597,201,91,0.37977
Chris Douglas-Roberts,2011,Milwaukee Bucks,854389,7.34091,201,91,0.36538
Chris Douglas-Roberts,2013,Dallas Mavericks,72892,2.83333,201,91,0.26984
Chris Douglas-Roberts,2015,Los Angeles Clippers,915243,1.58333,201,91,0.18447
Chris Dudley,2000,New York Knicks,7100000,1.17021,211,107,0.11983
Chris Dudley,2001,Phoenix Suns,6200000,1.35849,211,107,0.11746
Chris Dudley,2002,Portland Trail Blazers,6200000,1.11628,211,107,0.14679
Chris Dudley,2003,Portland Trail Blazers,1030000,0,211,107,0
Chris Duhon,2005,Chicago Bulls,385277,5.93902,185,84,0.2237
Chris Duhon,2006,Chicago Bulls,2800000,8.74324,185,84,0.30023
Chris Duhon,2007,Chicago Bulls,3024000,7.15385,185,84,0.29276
Chris Duhon,2008,Chicago Bulls,3248000,5.83333,185,84,0.25839
Chris Duhon,2009,New York Knicks,5585000,11.13924,185,84,0.30282
Chris Duhon,2010,New York Knicks,6031800,7.37313,185,84,0.23842
Chris Duhon,2011,Orlando Magic,3500000,2.45098,185,84,0.1615
Chris Duhon,2012,Orlando Magic,3500000,3.7619,185,84,0.19331
Chris Duhon,2013,Los Angeles Lakers,3500000,2.8913,185,84,0.1622
Chris Gatling,2000,TOT,4875200,11.92941,208,100,0.55991
Chris Gatling,2000,Orlando Magic,4875200,13.28889,208,100,0.57445
Chris Gatling,2000,Denver Nuggets,4875200,10.4,208,100,0.54026
Chris Gatling,2001,Cleveland Cavaliers,5550000,11.37838,208,100,0.50419
Chris Gatling,2002,Miami Heat,2504227,6.38889,208,100,0.42645
Chris Herren,2000,Denver Nuggets,301875,3.13333,188,89,0.23618
Chris Herren,2001,Boston Celtics,316969,3.32,188,89,0.20343
Chris Hunter,2010,Golden State Warriors,632455,4.5,211,109,0.34483
Chris Jefferies,2003,Toronto Raptors,781800,3.86275,203,102,0.2958
Chris Jefferies,2004,TOT,840360,4,203,102,0.43077
Chris Jefferies,2004,Toronto Raptors,840360,4,203,102,1
Chris Jefferies,2004,Chicago Bulls,840360,4,203,102,0.40642
Chris Johnson,2011,TOT,136509,2.35714,211,95,0.23913
Chris Johnson,2011,Portland Trail Blazers,136509,2.7,211,95,0.25472
Chris Johnson,2011,Boston Celtics,136509,1.5,211,95,0.1875
Chris Johnson,2012,TOT,762195,2.03704,211,95,0.31429
Chris Johnson,2012,Portland Trail Blazers,762195,1.6,211,95,0.34409
Chris Johnson,2012,New Orleans Pelicans,762195,3.28571,211,95,0.28049
Chris Johnson,2013,Minnesota Timberwolves,447298,3.9,211,95,0.41197
Chris Johnson,2013,Memphis Grizzlies,447298,3.625,211,95,0.28431
Chris Johnson,2014,Boston Celtics,916099,6.25,211,95,0.31686
Chris Johnson,2015,TOT,166897,5.72414,211,95,0.31559
Chris Johnson,2015,Philadelphia 76ers,166897,6,211,95,0.28877
Chris Johnson,2015,Utah Jazz,166897,6.75,211,95,0.38389
Chris Johnson,2015,Milwaukee Bucks,166897,3.875,211,95,0.24219
Chris Johnson,2016,Utah Jazz,981348,2.92857,211,95,0.23921
Chris Kaman,2004,Los Angeles Clippers,2394600,6.08537,213,122,0.27075
Chris Kaman,2005,Los Angeles Clippers,2574240,9.07937,213,122,0.35049
Chris Kaman,2006,Los Angeles Clippers,2753760,11.94872,213,122,0.36406
Chris Kaman,2007,Los Angeles Clippers,3491768,10.05333,213,122,0.34651
Chris Kaman,2008,Los Angeles Clippers,8600000,15.67857,213,122,0.42151
Chris Kaman,2009,Los Angeles Clippers,9500000,12.03226,213,122,0.40499
Chris Kaman,2010,Los Angeles Clippers,10400000,18.52632,213,122,0.53988
Chris Kaman,2011,Los Angeles Clippers,11800000,12.40625,213,122,0.47375
Chris Kaman,2012,New Orleans Pelicans,14030000,13.10638,213,122,0.44898
Chris Kaman,2013,Dallas Mavericks,8000000,10.5,213,122,0.50844
Chris Kaman,2014,Los Angeles Lakers,3183000,10.35897,213,122,0.54891
Chris Kaman,2015,Portland Trail Blazers,4800000,8.62162,213,122,0.45637
Chris Kaman,2016,Portland Trail Blazers,5000000,2.75,213,122,0.39286
Chris McCray,2007,Milwaukee Bucks,161061,0,196,87,0
Chris Mihm,2001,Cleveland Cavaliers,1923600,7.55932,213,120,0.3825
Chris Mihm,2002,Cleveland Cavaliers,2067960,7.68919,213,120,0.34298
Chris Mihm,2003,Cleveland Cavaliers,2212200,5.92308,213,120,0.38072
Chris Mihm,2004,TOT,2809494,6.34211,213,120,0.36241
Chris Mihm,2004,Cleveland Cavaliers,2809494,6.90909,213,120,0.38875
Chris Mihm,2004,Boston Celtics,2809494,6.11111,213,120,0.35144
Chris Mihm,2005,Los Angeles Lakers,3371393,9.8,213,120,0.39305
Chris Mihm,2006,Los Angeles Lakers,3792817,10.23729,213,120,0.39195
Chris Mihm,2008,Los Angeles Lakers,2500000,3.56522,213,120,0.29496
Chris Mihm,2009,Los Angeles Lakers,2500000,2,213,120,0.34286
Chris Mills,2000,Golden State Warriors,4200000,16.1,198,98,0.49615
Chris Mills,2001,Golden State Warriors,4800000,12,198,98,0.36511
Chris Mills,2002,Golden State Warriors,5400000,7.40909,198,98,0.39531
Chris Mills,2003,Golden State Warriors,6000000,4.80952,198,98,0.3855
Chris Mullin,2000,Indiana Pacers,4079100,5.14894,198,91,0.41581
Chris Mullin,2001,Golden State Warriors,3650000,5.75,198,91,0.30749
Chris Owens,2003,Memphis Grizzlies,349458,4,201,111,0.66667
Chris Paul,2006,NOK,3144240,16.12821,183,79,0.44801
Chris Paul,2007,NOK,3380160,17.25,183,79,0.46919
Chris Paul,2008,New Orleans Pelicans,3615960,21.05,183,79,0.56021
Chris Paul,2009,New Orleans Pelicans,4574189,22.83333,183,79,0.59327
Chris Paul,2010,New Orleans Pelicans,13520500,18.68889,183,79,0.49124
Chris Paul,2011,New Orleans Pelicans,14940153,15.85,183,79,0.44028
Chris Paul,2012,Los Angeles Clippers,16359805,19.81667,183,79,0.54516
Chris Paul,2013,Los Angeles Clippers,17779458,16.94286,183,79,0.50792
Chris Paul,2014,Los Angeles Clippers,18668431,19.1129,183,79,0.54583
Chris Paul,2015,Los Angeles Clippers,20068563,19.07317,183,79,0.54743
Chris Paul,2016,Los Angeles Clippers,21468696,19.54054,183,79,0.59752
Chris Porter,2001,Golden State Warriors,316969,8.62745,201,99,0.38361
Chris Quinn,2007,Miami Heat,412718,3.35714,188,84,0.34559
Chris Quinn,2008,Miami Heat,687456,7.75,188,84,0.34701
Chris Quinn,2009,Miami Heat,972581,5.13636,188,84,0.35239
Chris Quinn,2010,Brooklyn Nets,1055000,2.24,188,84,0.25112
Chris Quinn,2011,San Antonio Spurs,861978,1.97561,188,84,0.2774
Chris Richard,2008,Minnesota Timberwolves,427163,1.88462,206,123,0.17626
Chris Richard,2010,Chicago Bulls,43319,2.05556,206,123,0.16518
Chris Singleton,2012,Washington Wizards,1485000,4.63636,203,104,0.21384
Chris Singleton,2013,Washington Wizards,1596360,4.05263,203,104,0.25
Chris Singleton,2014,Washington Wizards,1618680,3,203,104,0.3
Chris Taft,2006,Golden State Warriors,423762,2.76471,208,118,0.32639
Chris Webber,2000,Sacramento Kings,11000000,24.45333,206,111,0.63681
Chris Webber,2001,Sacramento Kings,12000000,27.11429,206,111,0.66925
Chris Webber,2002,Sacramento Kings,12750000,24.48148,206,111,0.63834
Chris Webber,2003,Sacramento Kings,14343750,23.01493,206,111,0.5881
Chris Webber,2004,Sacramento Kings,15937500,18.69565,206,111,0.51745
Chris Webber,2005,TOT,17531250,19.49254,206,111,0.55105
Chris Webber,2005,Sacramento Kings,17531250,21.26087,206,111,0.58633
Chris Webber,2005,Philadelphia 76ers,17531250,15.61905,206,111,0.46724
Chris Webber,2006,Philadelphia 76ers,19125000,20.24,206,111,0.52471
Chris Webber,2007,TOT,17600000,11.21311,206,111,0.37562
Chris Webber,2007,Philadelphia 76ers,17600000,11,206,111,0.36397
Chris Webber,2007,Detroit Pistons,17600000,11.30233,206,111,0.38058
Chris Webber,2008,Golden State Warriors,19000000,3.88889,206,111,0.27778
Chris Whitney,2000,Washington Wizards,1680000,7.82927,183,76,0.39459
Chris Whitney,2001,Washington Wizards,2370000,9.45763,183,76,0.36423
Chris Whitney,2002,Washington Wizards,2700000,10.15854,183,76,0.38369
Chris Whitney,2003,TOT,3000000,6.96078,183,76,0.33745
Chris Whitney,2003,Denver Nuggets,3000000,9.55172,183,76,0.36352
Chris Whitney,2003,Orlando Magic,3000000,3.54545,183,76,0.26897
Chris Whitney,2004,Washington Wizards,1070000,2.9375,183,76,0.25269
Chris Wilcox,2003,Los Angeles Clippers,1922520,3.71739,208,100,0.35699
Chris Wilcox,2004,Los Angeles Clippers,2066760,8.6,208,100,0.41716
Chris Wilcox,2005,Los Angeles Clippers,2210880,7.88889,208,100,0.42388
Chris Wilcox,2006,TOT,2812239,8.12987,208,100,0.40942
Chris Wilcox,2006,Los Angeles Clippers,2812239,4.54167,208,100,0.33181
Chris Wilcox,2006,Oklahoma City Thunder,2812239,14.06897,208,100,0.46789
Chris Wilcox,2007,Oklahoma City Thunder,6250000,13.4878,208,100,0.42769
Chris Wilcox,2008,Oklahoma City Thunder,6500000,13.35484,208,100,0.47614
Chris Wilcox,2009,TOT,6750000,7.20968,208,100,0.42612
Chris Wilcox,2009,Oklahoma City Thunder,6750000,8.43243,208,100,0.43394
Chris Wilcox,2009,New York Knicks,6750000,5.4,208,100,0.40909
Chris Wilcox,2010,Detroit Pistons,3000000,4.47059,208,100,0.34467
Chris Wilcox,2011,Detroit Pistons,3000000,7.4386,208,100,0.42613
Chris Wilcox,2012,Boston Celtics,3000000,5.42857,208,100,0.31601
Chris Wilcox,2013,Boston Celtics,1352181,4.2459,208,100,0.31205
Chris Wright,2012,Golden State Warriors,473604,2.91667,203,103,0.37634
Christian Eyenga,2011,Cleveland Cavaliers,1020960,6.88636,196,95,0.31996
Christian Eyenga,2012,TOT,1097520,2.42857,196,95,0.16667
Christian Eyenga,2012,Cleveland Cavaliers,1097520,1.5,196,95,0.10843
Christian Eyenga,2012,Los Angeles Lakers,1097520,8,196,95,0.42105
Christian Laettner,2000,Detroit Pistons,6062500,12.21951,211,107,0.41015
Christian Laettner,2001,TOT,6625000,9.33333,211,107,0.43776
Christian Laettner,2001,Dallas Mavericks,6625000,7.50943,211,107,0.42796
Christian Laettner,2001,Washington Wizards,6625000,13.2,211,107,0.4502
Christian Laettner,2002,Washington Wizards,4500000,7.08772,211,107,0.28036
Christian Laettner,2003,Washington Wizards,5062500,8.31579,211,107,0.28533
Christian Laettner,2004,Washington Wizards,5625000,5.91667,211,107,0.28862
Christian Laettner,2005,Miami Heat,5500000,5.30612,211,107,0.35183
Christian Wood,2016,Philadelphia 76ers,305789,3.58824,211,100,0.42069
Chuck Hayes,2007,Houston Rockets,664209,5.62821,198,109,0.25613
Chuck Hayes,2008,Houston Rockets,1750000,3,198,109,0.15048
Chuck Hayes,2009,Houston Rockets,1768000,1.28169,198,109,0.10606
Chuck Hayes,2010,Houston Rockets,2111750,4.36585,198,109,0.20192
Chuck Hayes,2011,Houston Rockets,1972500,7.86486,198,109,0.27994
Chuck Hayes,2012,Sacramento Kings,5250000,3.18519,198,109,0.16554
Chuck Hayes,2013,Sacramento Kings,5486250,2.67568,198,109,0.16377
Chuck Hayes,2014,TOT,5722500,2.16393,198,109,0.17507
Chuck Hayes,2014,Sacramento Kings,5722500,2.0625,198,109,0.18436
Chuck Hayes,2014,Toronto Raptors,5722500,2.2,198,109,0.17217
Chuck Hayes,2015,Toronto Raptors,5958750,1.72414,198,109,0.19608
Chuck Hayes,2016,Houston Rockets,83583,2,198,109,0.16667
Chuck Person,2000,Oklahoma City Thunder,510000,2.75676,203,100,0.3
Chucky Atkins,2000,Orlando Magic,385000,9.53659,180,73,0.48093
Chucky Atkins,2001,Detroit Pistons,3000000,11.98765,180,73,0.41092
Chucky Atkins,2002,Detroit Pistons,3300000,12.11392,180,73,0.41882
Chucky Atkins,2003,Detroit Pistons,3600000,7.10769,180,73,0.33047
Chucky Atkins,2004,TOT,3900000,8.40625,180,73,0.34845
Chucky Atkins,2004,Detroit Pistons,3900000,6.225,180,73,0.33156
Chucky Atkins,2004,Boston Celtics,3900000,12.04167,180,73,0.36444
Chucky Atkins,2005,Los Angeles Lakers,4200000,13.59756,180,73,0.38409
Chucky Atkins,2006,TOT,4500000,9.5493,180,73,0.3958
Chucky Atkins,2006,Washington Wizards,4500000,6.67857,180,73,0.33877
Chucky Atkins,2006,Memphis Grizzlies,4500000,11.4186,180,73,0.42291
Chucky Atkins,2007,Memphis Grizzlies,3000000,13.17333,180,73,0.47868
Chucky Atkins,2008,Denver Nuggets,3000000,4.70833,180,73,0.32102
Chucky Atkins,2009,TOT,3240000,2.9697,180,73,0.23786
Chucky Atkins,2009,Denver Nuggets,3240000,1.92857,180,73,0.23478
Chucky Atkins,2009,Oklahoma City Thunder,3240000,3.73684,180,73,0.23906
Chucky Atkins,2010,Detroit Pistons,1306455,4.025,180,73,0.25
Chucky Brown,2000,TOT,510000,5.30159,201,97,0.30474
Chucky Brown,2000,San Antonio Spurs,510000,6.33333,201,97,0.31561
Chucky Brown,2000,Charlotte Hornets,510000,4.36364,201,97,0.2915
Clarence Weatherspoon,2000,Miami Heat,1925000,7.24359,198,109,0.34985
Clarence Weatherspoon,2001,Cleveland Cavaliers,2100000,11.26829,198,109,0.33309
Clarence Weatherspoon,2002,New York Knicks,4638000,8.82143,198,109,0.28588
Clarence Weatherspoon,2003,New York Knicks,4991800,6.59494,198,109,0.25741
Clarence Weatherspoon,2004,TOT,5445600,5.01923,198,109,0.30069
Clarence Weatherspoon,2004,New York Knicks,5445600,3.6,198,109,0.25
Clarence Weatherspoon,2004,Houston Rockets,5445600,5.59459,198,109,0.31748
Clarence Weatherspoon,2005,Houston Rockets,5899400,3.075,198,109,0.23429
Cleanthony Early,2015,New York Knicks,507336,5.38462,203,95,0.32457
Cleanthony Early,2016,New York Knicks,845059,1.82353,203,95,0.2013
Clifford Robinson,2000,Phoenix Suns,6125000,18.475,208,102,0.52061
Clifford Robinson,2001,Phoenix Suns,6890000,16.40244,208,102,0.48891
Clifford Robinson,2002,Detroit Pistons,7656250,14.575,208,102,0.40841
Clifford Robinson,2003,Detroit Pistons,8421875,12.24691,208,102,0.35115
Clifford Robinson,2004,Golden State Warriors,4700000,11.79268,208,102,0.33978
Clifford Robinson,2005,TOT,5287500,7.50704,208,102,0.31557
Clifford Robinson,2005,Golden State Warriors,5287500,8.54762,208,102,0.32936
Clifford Robinson,2005,Brooklyn Nets,5287500,6,208,102,0.29048
Clifford Robinson,2006,Brooklyn Nets,2500000,6.875,208,102,0.29522
Clifford Robinson,2007,Brooklyn Nets,1600000,4.06,208,102,0.21257
Clint Capela,2015,Houston Rockets,1189200,2.66667,208,109,0.35556
Clint Capela,2016,Houston Rockets,1242720,7.03896,208,109,0.36846
Coby Karl,2008,Los Angeles Lakers,427163,1.76471,196,98,0.42254
Coby Karl,2010,TOT,311896,4,196,98,0.24779
Coby Karl,2010,Cleveland Cavaliers,311896,0,196,98,0
Coby Karl,2010,Golden State Warriors,311896,7,196,98,0.25926
Cody Zeller,2014,Charlotte Hornets,3857040,5.97561,213,109,0.34605
Cody Zeller,2015,CHO,4030560,7.6129,213,109,0.31742
Cody Zeller,2016,CHO,4204200,8.73973,213,109,0.35964
Cole Aldrich,2011,Oklahoma City Thunder,2126520,1,211,111,0.12676
Cole Aldrich,2012,Oklahoma City Thunder,2286000,2.19231,211,111,0.32948
Cole Aldrich,2013,TOT,2445480,2.22222,211,111,0.25773
Cole Aldrich,2013,Houston Rockets,2445480,1.66667,211,111,0.23474
Cole Aldrich,2013,Sacramento Kings,2445480,3.33333,211,111,0.28571
Cole Aldrich,2015,New York Knicks,981084,5.54098,211,111,0.34631
Cole Aldrich,2016,Los Angeles Clippers,1100600,5.46667,211,111,0.41
Corey Benjamin,2000,Chicago Bulls,696000,7.70833,198,91,0.42923
Corey Benjamin,2001,Chicago Bulls,749160,4.72308,198,91,0.35823
Corey Brewer,2008,Minnesota Timberwolves,2535720,5.81013,206,84,0.25458
Corey Brewer,2009,Minnesota Timberwolves,2725920,6.2,206,84,0.30293
Corey Brewer,2010,Minnesota Timberwolves,2916120,13,206,84,0.42949
Corey Brewer,2011,TOT,3703472,8,206,84,0.36556
Corey Brewer,2011,Minnesota Timberwolves,3703472,8.625,206,84,0.35463
Corey Brewer,2011,Dallas Mavericks,3703472,5.30769,206,84,0.46622
Corey Brewer,2012,Denver Nuggets,3059000,8.89831,206,84,0.40793
Corey Brewer,2013,Denver Nuggets,3243000,12.07317,206,84,0.49426
Corey Brewer,2014,Minnesota Timberwolves,4500000,12.32099,206,84,0.38252
Corey Brewer,2015,TOT,4702500,11.4625,206,84,0.43939
Corey Brewer,2015,Minnesota Timberwolves,4702500,10.45833,206,84,0.36912
Corey Brewer,2015,Houston Rockets,4702500,11.89286,206,84,0.47335
Corey Brewer,2016,Houston Rockets,8200000,7.19512,206,84,0.35351
Corey Maggette,2000,Orlando Magic,1259400,8.38961,198,99,0.47153
Corey Maggette,2001,Los Angeles Clippers,1353960,10,198,99,0.50773
Corey Maggette,2002,Los Angeles Clippers,1448400,11.38095,198,99,0.44396
Corey Maggette,2003,Los Angeles Clippers,2069764,16.76562,198,99,0.5349
Corey Maggette,2004,Los Angeles Clippers,7000000,20.65753,198,99,0.57382
Corey Maggette,2005,Los Angeles Clippers,7000000,22.18182,198,99,0.60099
Corey Maggette,2006,Los Angeles Clippers,7000000,17.8125,198,99,0.60445
Corey Maggette,2007,Los Angeles Clippers,7000000,16.88,198,99,0.5526
Corey Maggette,2008,Los Angeles Clippers,7000000,22.1,198,99,0.61831
Corey Maggette,2009,Golden State Warriors,8275862,18.62745,198,99,0.59824
Corey Maggette,2010,Golden State Warriors,8937931,19.81429,198,99,0.66651
Corey Maggette,2011,Milwaukee Bucks,9600000,12.01493,198,99,0.57459
Corey Maggette,2012,Charlotte Hornets,10262069,15,198,99,0.54484
Corey Maggette,2013,Detroit Pistons,10924138,5.27778,198,99,0.36965
Corie Blount,2000,Phoenix Suns,1100000,2.81579,206,109,0.23991
Corie Blount,2001,TOT,1320000,4.60294,206,109,0.23985
Corie Blount,2001,Phoenix Suns,1320000,1.8,206,109,0.13953
Corie Blount,2001,Golden State Warriors,1320000,6.81579,206,109,0.28214
Corie Blount,2002,Philadelphia 76ers,1609235,3.59722,206,109,0.18163
Corie Blount,2003,Chicago Bulls,1400000,3,206,109,0.17943
Corie Blount,2004,TOT,1680000,3.95161,206,109,0.23333
Corie Blount,2004,Chicago Bulls,1680000,4.5,206,109,0.27381
Corie Blount,2004,Toronto Raptors,1680000,2.375,206,109,0.12925
Corliss Williamson,2000,Sacramento Kings,3560000,10.32895,201,111,0.45987
Corliss Williamson,2001,TOT,3940000,11.6087,201,111,0.47509
Corliss Williamson,2001,Toronto Raptors,3940000,9.28571,201,111,0.44018
Corliss Williamson,2001,Detroit Pistons,3940000,15.22222,201,111,0.51375
Corliss Williamson,2002,Detroit Pistons,4000000,13.62821,201,111,0.62493
Corliss Williamson,2003,Detroit Pistons,4500000,12.03659,201,111,0.47889
Corliss Williamson,2004,Detroit Pistons,5000000,9.51899,201,111,0.47776
Corliss Williamson,2005,TOT,5500000,10.29167,201,111,0.48527
Corliss Williamson,2005,Philadelphia 76ers,5500000,10.79167,201,111,0.49053
Corliss Williamson,2005,Sacramento Kings,5500000,9.29167,201,111,0.47346
Corliss Williamson,2006,Sacramento Kings,6000000,3.40541,201,111,0.34807
Corliss Williamson,2007,Sacramento Kings,6500000,9.11765,201,111,0.46372
Corsley Edwards,2005,New Orleans Pelicans,319498,2.7,206,125,0.24545
Cory Alexander,2000,Denver Nuggets,1980000,2.82759,185,84,0.24924
Cory Alexander,2001,Orlando Magic,2160000,2,185,84,0.22907
Cory Higgins,2012,Charlotte Hornets,473604,3.94737,196,82,0.35461
Cory Higgins,2013,Charlotte Hornets,44835,2.33333,196,82,0.4375
Cory Jefferson,2015,BRK,507336,3.66,206,99,0.34463
Cory Jefferson,2016,Phoenix Suns,421449,2.75,206,99,0.44
Cory Joseph,2012,San Antonio Spurs,1028400,2,191,84,0.21805
Cory Joseph,2013,San Antonio Spurs,1105560,4.5,191,84,0.32474
Cory Joseph,2014,San Antonio Spurs,1120920,5.04412,191,84,0.36645
Cory Joseph,2015,San Antonio Spurs,2023261,6.77215,191,84,0.3705
Cory Joseph,2016,Toronto Raptors,7000000,8.4625,191,84,0.33089
Courtney Alexander,2001,TOT,1319400,9.50769,196,93,0.44718
Courtney Alexander,2001,Dallas Mavericks,1319400,4.21053,196,93,0.33898
Courtney Alexander,2001,Washington Wizards,1319400,16.96296,196,93,0.5033
Courtney Alexander,2002,Washington Wizards,1418400,9.80357,196,93,0.41434
Courtney Alexander,2003,New Orleans Pelicans,1517280,7.92424,196,93,0.38456
Courtney Fortson,2012,TOT,42009,3.5,180,84,0.36842
Courtney Fortson,2012,Los Angeles Clippers,42009,4.25,180,84,0.36957
Courtney Fortson,2012,Houston Rockets,42009,3,180,84,0.36735
Courtney Lee,2009,Orlando Magic,1176240,8.38961,196,91,0.33316
Courtney Lee,2010,Brooklyn Nets,1264440,12.46479,196,91,0.37263
Courtney Lee,2011,Houston Rockets,1409040,8.2963,196,91,0.39002
Courtney Lee,2012,Houston Rockets,2225093,11.37931,196,91,0.37564
Courtney Lee,2013,Boston Celtics,5000000,7.84615,196,91,0.3153
Courtney Lee,2014,TOT,5225000,9.63291,196,91,0.38571
Courtney Lee,2014,Boston Celtics,5225000,7.36667,196,91,0.43849
Courtney Lee,2014,Memphis Grizzlies,5225000,11.02041,196,91,0.3676
Courtney Lee,2015,Memphis Grizzlies,5450000,10.09091,196,91,0.33008
Courtney Lee,2016,TOT,5675000,9.63291,196,91,0.32605
Courtney Lee,2016,Memphis Grizzlies,5675000,10.01961,196,91,0.34318
Courtney Lee,2016,CHO,5675000,8.92857,196,91,0.29586
Courtney Sims,2008,Indiana Pacers,112130,0,208,111,0
Courtney Sims,2009,TOT,184648,3,208,111,0.46154
Courtney Sims,2009,Phoenix Suns,184648,0,208,111,0
Courtney Sims,2009,New York Knicks,184648,6,208,111,0.54545
Craig Brackins,2011,Philadelphia 76ers,1306920,2.66667,208,104,0.24242
Craig Brackins,2012,Philadelphia 76ers,1404960,1.57143,208,104,0.25
Craig Smith,2007,Minnesota Timberwolves,412718,7.41463,201,114,0.39558
Craig Smith,2008,Minnesota Timberwolves,687456,9.44156,201,114,0.46994
Craig Smith,2009,Minnesota Timberwolves,2500000,10.08108,201,114,0.51096
Craig Smith,2010,Los Angeles Clippers,2500000,7.8,201,114,0.47484
Craig Smith,2011,Los Angeles Clippers,2300000,5.375,201,114,0.44027
Craig Smith,2012,Portland Trail Blazers,992680,3.31915,201,114,0.33621
Curtis Borchardt,2004,Utah Jazz,1187240,3.625,213,109,0.22481
Curtis Borchardt,2005,Utah Jazz,1280880,2.98507,213,109,0.23283
Cuttino Mobley,2000,Houston Rockets,385000,15.76543,193,86,0.51162
Cuttino Mobley,2001,Houston Rockets,3920000,19.46835,193,86,0.51233
Cuttino Mobley,2002,Houston Rockets,4413375,21.7027,193,86,0.5154
Cuttino Mobley,2003,Houston Rockets,4903750,17.53425,193,86,0.4205
Cuttino Mobley,2004,Houston Rockets,5394125,15.75,193,86,0.39021
Cuttino Mobley,2005,TOT,5884500,17.18182,193,86,0.47487
Cuttino Mobley,2005,Orlando Magic,5884500,16.04348,193,86,0.50826
Cuttino Mobley,2005,Sacramento Kings,5884500,17.7907,193,86,0.46029
Cuttino Mobley,2006,Los Angeles Clippers,7200000,14.81013,193,86,0.39275
Cuttino Mobley,2007,Los Angeles Clippers,8125000,13.80769,193,86,0.37909
Cuttino Mobley,2008,Los Angeles Clippers,8350000,12.77922,193,86,0.36417
Cuttino Mobley,2009,Los Angeles Clippers,9100000,13.72727,193,86,0.4137
D'Angelo Russell,2016,Los Angeles Lakers,5103120,13.175,196,89,0.46658
D.J. Augustin,2009,Charlotte Hornets,2208960,11.80556,183,82,0.44549
D.J. Augustin,2010,Charlotte Hornets,2385480,6.35,183,82,0.34511
D.J. Augustin,2011,Charlotte Hornets,2540400,14.36585,183,82,0.42728
D.J. Augustin,2012,Charlotte Hornets,3236470,11.08333,183,82,0.37784
D.J. Augustin,2013,Indiana Pacers,3500000,4.68421,183,82,0.29038
D.J. Augustin,2014,TOT,1267000,13.09859,183,82,0.47963
D.J. Augustin,2014,Toronto Raptors,1267000,2.1,183,82,0.2561
D.J. Augustin,2014,Chicago Bulls,1267000,14.90164,183,82,0.4895
D.J. Augustin,2015,TOT,3000000,9.47561,183,82,0.39562
D.J. Augustin,2015,Detroit Pistons,3000000,10.62963,183,82,0.446
D.J. Augustin,2015,Oklahoma City Thunder,3000000,7.25,183,82,0.29985
D.J. Augustin,2016,TOT,3000000,7.53226,183,82,0.39643
D.J. Augustin,2016,Oklahoma City Thunder,3000000,4.17647,183,82,0.2736
D.J. Augustin,2016,Denver Nuggets,3000000,11.60714,183,82,0.49317
D.J. Strawberry,2008,Phoenix Suns,427163,2.21212,196,91,0.27037
D.J. White,2009,Oklahoma City Thunder,964080,8.85714,206,114,0.47692
D.J. White,2010,Oklahoma City Thunder,1036440,4.91667,206,114,0.57843
D.J. White,2011,TOT,1108680,5.70213,206,114,0.39124
D.J. White,2011,Oklahoma City Thunder,1108680,2.82609,206,114,0.2968
D.J. White,2011,Charlotte Hornets,1108680,8.45833,206,114,0.43562
D.J. White,2012,Charlotte Hornets,2001167,6.75862,206,114,0.35701
D.J. White,2013,Boston Celtics,269368,2.41667,206,114,0.33721
Daequan Cook,2008,Miami Heat,1184400,8.77966,196,93,0.35947
Daequan Cook,2009,Miami Heat,1273200,9.14667,196,93,0.37425
Daequan Cook,2010,Miami Heat,1362120,4.95556,196,93,0.32272
Daequan Cook,2011,Oklahoma City Thunder,2169857,5.55814,196,93,0.39967
Daequan Cook,2012,Oklahoma City Thunder,3341558,5.45614,196,93,0.31446
Daequan Cook,2013,TOT,3090042,2.79592,196,93,0.31066
