Player,Season,Team,Salary,PPG,Height,Weight,PPM
Smush Parker,2003,Cleveland Cavaliers,349458,6.18182,193,86,0.3699
Smush Parker,2005,TOT,695046,3,193,86,0.33333
Smush Parker,2005,Detroit Pistons,695046,3,193,86,0.3
Smush Parker,2005,Phoenix Suns,695046,3,193,86,0.44118
Smush Parker,2006,Los Angeles Lakers,745248,11.47561,193,86,0.33934
Smush Parker,2007,Los Angeles Lakers,798112,11.06098,193,86,0.36915
Smush Parker,2008,TOT,2250000,5.89286,193,86,0.27872
Smush Parker,2008,Miami Heat,2250000,4.77778,193,86,0.23497
Smush Parker,2008,Los Angeles Clippers,2250000,6.42105,193,86,0.29829
Solomon Alabi,2011,Toronto Raptors,770000,0.5,216,114,0.10169
Solomon Alabi,2012,Toronto Raptors,830000,2.35714,216,114,0.27049
Solomon Hill,2014,Indiana Pacers,1246680,1.67857,201,100,0.20796
Solomon Hill,2015,Indiana Pacers,1302840,8.89024,201,100,0.30617
Solomon Hill,2016,Indiana Pacers,1358880,4.16949,201,100,0.28406
Solomon Jones,2007,Atlanta Hawks,675000,3.25862,208,104,0.28378
Solomon Jones,2008,Atlanta Hawks,729000,1,208,104,0.24138
Solomon Jones,2009,Atlanta Hawks,797581,2.98413,208,104,0.27852
Solomon Jones,2010,Indiana Pacers,1620000,3.98077,208,104,0.30667
Solomon Jones,2011,Indiana Pacers,1500000,3.5641,208,104,0.26326
Solomon Jones,2012,TOT,280234,3.19048,208,104,0.22945
Solomon Jones,2012,Los Angeles Clippers,280234,0.6,208,104,0.0625
Solomon Jones,2012,New Orleans Pelicans,280234,5.54545,208,104,0.31122
Sonny Weems,2009,Denver Nuggets,442114,1.58333,198,92,0.34545
Sonny Weems,2010,Toronto Raptors,736420,7.50725,198,92,0.37865
Sonny Weems,2011,Toronto Raptors,854389,9.23729,198,92,0.3857
Sonny Weems,2016,TOT,2800000,2.48837,198,92,0.21443
Sonny Weems,2016,Phoenix Suns,2800000,2.5,198,92,0.21378
Sonny Weems,2016,Philadelphia 76ers,2800000,2.42857,198,92,0.21795
Soumaila Samake,2001,Brooklyn Nets,316969,1.35294,213,104,0.20354
Soumaila Samake,2003,Los Angeles Lakers,124984,1.69231,213,104,0.28571
Speedy Claxton,2002,Philadelphia 76ers,1006200,7.16418,180,75,0.31414
Speedy Claxton,2003,San Antonio Spurs,1076400,5.76667,180,75,0.3673
Speedy Claxton,2004,Golden State Warriors,3000000,10.56667,180,75,0.39749
Speedy Claxton,2005,TOT,3300000,11.48387,180,75,0.38156
Speedy Claxton,2005,Golden State Warriors,3300000,13.13043,180,75,0.4024
Speedy Claxton,2005,New Orleans Pelicans,3300000,6.75,180,75,0.29589
Speedy Claxton,2006,NOK,3600000,12.26761,180,75,0.4314
Speedy Claxton,2007,Atlanta Hawks,6854546,5.2619,180,75,0.20968
Speedy Claxton,2009,Atlanta Hawks,5757818,2.5,180,75,0.33333
Spencer Dinwiddie,2015,Detroit Pistons,700000,4.26471,198,91,0.31868
Spencer Dinwiddie,2016,Detroit Pistons,845059,4.83333,198,91,0.36478
Spencer Hawes,2008,Sacramento Kings,2028600,4.70423,213,111,0.35875
Spencer Hawes,2009,Sacramento Kings,2180760,11.37662,213,111,0.38778
Spencer Hawes,2010,Sacramento Kings,2332800,10.04167,213,111,0.37973
Spencer Hawes,2011,Philadelphia 76ers,2974320,7.20988,213,111,0.33993
Spencer Hawes,2012,Philadelphia 76ers,4051024,9.59459,213,111,0.38587
Spencer Hawes,2013,Philadelphia 76ers,8500000,11.03659,213,111,0.40528
Spencer Hawes,2014,TOT,6500000,13.1625,213,111,0.42632
Spencer Hawes,2014,Philadelphia 76ers,6500000,12.98113,213,111,0.41297
Spencer Hawes,2014,Cleveland Cavaliers,6500000,13.51852,213,111,0.45398
Spencer Hawes,2015,Los Angeles Clippers,5305000,5.82192,213,111,0.33359
Spencer Hawes,2016,CHO,5543725,5.96491,213,111,0.3285
Stacey Augmon,2000,Portland Trail Blazers,3450000,3.44068,198,93,0.29335
Stacey Augmon,2001,Portland Trail Blazers,923500,4.71212,198,93,0.26311
Stacey Augmon,2002,Charlotte Hornets,2400000,4.63636,198,93,0.27066
Stacey Augmon,2003,New Orleans Pelicans,2400000,3.02857,198,93,0.24594
Stacey Augmon,2004,New Orleans Pelicans,2400000,5.75362,198,93,0.28037
Stacey Augmon,2005,Orlando Magic,1100000,3.50909,198,93,0.2911
Stacey Augmon,2006,Orlando Magic,1138500,1.97222,198,93,0.18442
Stanislav Medvedenko,2001,Los Angeles Lakers,316969,4.57143,208,114,0.82051
Stanislav Medvedenko,2002,Los Angeles Lakers,465850,4.66197,208,114,0.45405
Stanislav Medvedenko,2003,Los Angeles Lakers,1400000,4.39655,208,114,0.41129
Stanislav Medvedenko,2004,Los Angeles Lakers,1540000,8.27941,208,114,0.39043
Stanislav Medvedenko,2005,Los Angeles Lakers,3000000,3.83721,208,114,0.39007
Stanislav Medvedenko,2006,Los Angeles Lakers,3000000,1,208,114,0.33333
Stanislav Medvedenko,2007,Atlanta Hawks,625132,3,208,114,0.51852
Stanley Johnson,2016,Detroit Pistons,2841960,8.12329,201,111,0.35151
Stanley Roberts,2000,Philadelphia 76ers,102824,2,213,129,0.19608
Stephen Curry,2010,Golden State Warriors,2710560,17.4875,191,84,0.48308
Stephen Curry,2011,Golden State Warriors,2913840,18.55405,191,84,0.55163
Stephen Curry,2012,Golden State Warriors,3117120,14.73077,191,84,0.52322
Stephen Curry,2013,Golden State Warriors,3958742,22.89744,191,84,0.59873
Stephen Curry,2014,Golden State Warriors,9887642,24.01282,191,84,0.65812
Stephen Curry,2015,Golden State Warriors,10629213,23.75,191,84,0.72713
Stephen Curry,2016,Golden State Warriors,11370786,30.06329,191,84,0.87963
Stephen Graham,2006,TOT,48630,2.63636,198,98,0.33143
Stephen Graham,2006,Houston Rockets,48630,2.83333,198,98,0.44737
Stephen Graham,2006,Chicago Bulls,48630,1.66667,198,98,0.25
Stephen Graham,2006,Cleveland Cavaliers,48630,2.76923,198,98,0.30769
Stephen Graham,2007,Portland Trail Blazers,259204,3.21429,198,98,0.27273
Stephen Graham,2008,Indiana Pacers,770610,3.95455,198,98,0.67969
Stephen Graham,2009,Indiana Pacers,826269,5.42308,198,98,0.41228
Stephen Graham,2010,Charlotte Hornets,884881,4.22857,198,98,0.36816
Stephen Graham,2011,Brooklyn Nets,992680,3.35593,198,98,0.20647
Stephen Jackson,2001,Brooklyn Nets,316969,8.24675,203,99,0.38253
Stephen Jackson,2002,San Antonio Spurs,590850,3.86957,203,99,0.39207
Stephen Jackson,2003,San Antonio Spurs,699935,11.825,203,99,0.4197
Stephen Jackson,2004,Atlanta Hawks,1000000,18.125,203,99,0.4932
Stephen Jackson,2005,Indiana Pacers,5100000,18.68627,203,99,0.52769
Stephen Jackson,2006,Indiana Pacers,5610000,16.40741,203,99,0.4567
Stephen Jackson,2007,TOT,6120000,15.48,203,99,0.46833
Stephen Jackson,2007,Indiana Pacers,6120000,14.08108,203,99,0.43929
Stephen Jackson,2007,Golden State Warriors,6120000,16.84211,203,99,0.49497
Stephen Jackson,2008,Golden State Warriors,6630000,20.08219,203,99,0.51349
Stephen Jackson,2009,Golden State Warriors,7140000,20.72881,203,99,0.52287
Stephen Jackson,2010,TOT,7650000,20.58025,203,99,0.53276
Stephen Jackson,2010,Golden State Warriors,7650000,16.55556,203,99,0.49667
Stephen Jackson,2010,Charlotte Hornets,7650000,21.08333,203,99,0.53659
Stephen Jackson,2011,Charlotte Hornets,8453250,18.50746,203,99,0.51559
Stephen Jackson,2012,TOT,9256500,9.80851,203,99,0.38036
Stephen Jackson,2012,Milwaukee Bucks,9256500,10.53846,203,99,0.38483
Stephen Jackson,2012,San Antonio Spurs,9256500,8.90476,203,99,0.374
Stephen Jackson,2013,San Antonio Spurs,10059750,6.2,203,99,0.31721
Stephon Marbury,2000,Brooklyn Nets,9000000,22.16216,188,82,0.56925
Stephon Marbury,2001,Brooklyn Nets,10130000,23.85075,188,82,0.62495
Stephon Marbury,2002,Phoenix Suns,11250000,20.41463,188,82,0.52526
Stephon Marbury,2003,Phoenix Suns,12375000,22.2963,188,82,0.55741
Stephon Marbury,2004,TOT,13500000,20.23457,188,82,0.50369
Stephon Marbury,2004,Phoenix Suns,13500000,20.82353,188,82,0.50035
Stephon Marbury,2004,New York Knicks,13500000,19.80851,188,82,0.50625
Stephon Marbury,2005,New York Knicks,14625000,21.71951,188,82,0.54282
Stephon Marbury,2006,New York Knicks,16453125,16.28333,188,82,0.44551
Stephon Marbury,2007,New York Knicks,17184375,16.35135,188,82,0.44032
Stephon Marbury,2008,New York Knicks,19012500,13.875,188,82,0.41366
Stephon Marbury,2009,Boston Celtics,20840625,3.82609,188,82,0.21256
Steve Blake,2004,Washington Wizards,366931,5.92,191,78,0.31897
Steve Blake,2005,Washington Wizards,620046,4.34091,191,78,0.29475
Steve Blake,2006,Portland Trail Blazers,1000000,8.23529,191,78,0.31443
Steve Blake,2007,TOT,1330000,6.43902,191,78,0.2373
Steve Blake,2007,Milwaukee Bucks,1330000,3.63636,191,78,0.20583
Steve Blake,2007,Denver Nuggets,1330000,8.32653,191,78,0.24848
Steve Blake,2008,Portland Trail Blazers,4250000,8.54321,191,78,0.28548
Steve Blake,2009,Portland Trail Blazers,4250000,10.97101,191,78,0.34598
Steve Blake,2010,TOT,4930000,7.325,191,78,0.27142
Steve Blake,2010,Portland Trail Blazers,4930000,7.60784,191,78,0.27774
Steve Blake,2010,Los Angeles Clippers,4930000,6.82759,191,78,0.25984
Steve Blake,2011,Los Angeles Lakers,4000000,4.03797,191,78,0.20177
Steve Blake,2012,Los Angeles Lakers,4000000,5.20755,191,78,0.22312
Steve Blake,2013,Los Angeles Lakers,4000000,7.26667,191,78,0.2783
Steve Blake,2014,TOT,4000000,6.87273,191,78,0.25234
Steve Blake,2014,Los Angeles Lakers,4000000,9.48148,191,78,0.28732
Steve Blake,2014,Golden State Warriors,4000000,4.35714,191,78,0.20099
Steve Blake,2015,Portland Trail Blazers,2077000,4.32099,191,78,0.22891
Steve Blake,2016,Detroit Pistons,2170465,4.37931,191,78,0.25761
Steve Francis,2000,Houston Rockets,3020520,18.02597,191,89,0.5
Steve Francis,2001,Houston Rockets,3246960,19.8875,191,89,0.49812
Steve Francis,2002,Houston Rockets,3473520,21.64912,191,89,0.52668
Steve Francis,2003,Houston Rockets,4383581,21.02469,191,89,0.51326
Steve Francis,2004,Houston Rockets,10960000,16.58228,191,89,0.41014
Steve Francis,2005,Orlando Magic,12330000,21.32051,191,89,0.55843
Steve Francis,2006,TOT,13700000,14.35714,191,89,0.41997
Steve Francis,2006,Orlando Magic,13700000,16.23913,191,89,0.4308
Steve Francis,2006,New York Knicks,13700000,10.75,191,89,0.3915
Steve Francis,2007,New York Knicks,15070000,11.29545,191,89,0.40178
Steve Francis,2008,Houston Rockets,15070000,5.5,191,89,0.27638
Steve Goodrich,2002,Brooklyn Nets,465850,0.55556,208,100,0.1
Steve Kerr,2000,San Antonio Spurs,1968750,2.78125,191,79,0.33209
Steve Kerr,2001,San Antonio Spurs,2200000,3.29091,191,79,0.27846
Steve Kerr,2002,Portland Trail Blazers,2406250,4.13846,191,79,0.3471
Steve Kerr,2003,San Antonio Spurs,2625000,3.98667,191,79,0.31408
Steve Nash,2000,Dallas Mavericks,5500000,8.58929,191,89,0.31397
Steve Nash,2001,Dallas Mavericks,5500000,15.6,191,89,0.45748
Steve Nash,2002,Dallas Mavericks,5750000,17.87805,191,89,0.51674
Steve Nash,2003,Dallas Mavericks,5750000,17.7439,191,89,0.5367
Steve Nash,2004,Dallas Mavericks,5750000,14.46154,191,89,0.43185
Steve Nash,2005,Phoenix Suns,8750000,15.53333,191,89,0.45278
Steve Nash,2006,Phoenix Suns,9625000,18.8481,191,89,0.53255
Steve Nash,2007,Phoenix Suns,10500000,18.57895,191,89,0.52647
Steve Nash,2008,Phoenix Suns,11375000,16.92593,191,89,0.49317
Steve Nash,2009,Phoenix Suns,12250000,15.67568,191,89,0.46699
Steve Nash,2010,Phoenix Suns,13125000,16.45679,191,89,0.50113
Steve Nash,2011,Phoenix Suns,10310938,14.74667,191,89,0.44293
Steve Nash,2012,Phoenix Suns,11689062,12.45161,191,89,0.39368
Steve Nash,2013,Los Angeles Lakers,8900000,12.72,191,89,0.3909
Steve Nash,2014,Los Angeles Lakers,9300500,6.8,191,89,0.32588
Steve Novak,2007,Houston Rockets,600000,1.45714,208,100,0.26702
Steve Novak,2008,Houston Rockets,687456,3.85714,208,100,0.51136
Steve Novak,2009,Los Angeles Clippers,797581,6.92958,208,100,0.42377
Steve Novak,2010,Los Angeles Clippers,855189,2.09259,208,100,0.31215
Steve Novak,2011,TOT,384766,3.46667,208,100,0.48372
Steve Novak,2011,Dallas Mavericks,384766,1.57143,208,100,0.61111
Steve Novak,2011,San Antonio Spurs,384766,4.04348,208,100,0.47208
Steve Novak,2012,New York Knicks,992680,8.83333,208,100,0.46765
Steve Novak,2013,New York Knicks,4054055,6.60494,208,100,0.32602
Steve Novak,2014,Toronto Raptors,3750000,3.2963,208,100,0.32963
Steve Novak,2015,TOT,3445946,1.8,208,100,0.3198
Steve Novak,2015,Utah Jazz,3445946,2.18182,208,100,0.44037
Steve Novak,2015,Oklahoma City Thunder,3445946,1.15385,208,100,0.17045
Steve Novak,2016,TOT,3750000,2.4,208,100,0.54545
Steve Novak,2016,Oklahoma City Thunder,3750000,2.42857,208,100,0.70833
Steve Novak,2016,Milwaukee Bucks,3750000,2.33333,208,100,0.35
Steve Smith,2000,Portland Trail Blazers,7200000,14.93902,201,91,0.45556
Steve Smith,2001,Portland Trail Blazers,8100000,13.64198,201,91,0.4347
Steve Smith,2002,San Antonio Spurs,9000000,11.62338,201,91,0.40479
Steve Smith,2003,San Antonio Spurs,9900000,6.79245,201,91,0.34884
Steve Smith,2004,New Orleans Pelicans,1070000,5.04225,201,91,0.38536
Steve Smith,2005,TOT,1100000,6.28,201,91,0.41867
Steve Smith,2005,Charlotte Hornets,1100000,7.86486,201,91,0.45755
Steve Smith,2005,Miami Heat,1100000,1.76923,201,91,0.20175
Steven Adams,2014,Oklahoma City Thunder,2090880,3.2716,213,114,0.22139
Steven Adams,2015,Oklahoma City Thunder,2184960,7.67143,213,114,0.30322
Steven Adams,2016,Oklahoma City Thunder,2279040,7.95,213,114,0.31579
Steven Hill,2009,Oklahoma City Thunder,148238,2,213,113,1
Steven Hunter,2002,Orlando Magic,1244880,3.56604,213,100,0.36628
Steven Hunter,2003,Orlando Magic,1338240,3.93939,213,100,0.29083
Steven Hunter,2004,Orlando Magic,1431600,3.16949,213,100,0.23701
Steven Hunter,2005,Phoenix Suns,1000000,4.57895,213,100,0.3327
Steven Hunter,2006,Philadelphia 76ers,2800000,6.10145,213,100,0.32088
Steven Hunter,2007,Philadelphia 76ers,3024000,6.42857,213,100,0.28037
Steven Hunter,2008,Denver Nuggets,3248000,2.05263,213,100,0.325
Steven Hunter,2010,Memphis Grizzlies,3696000,2.52381,213,100,0.33544
Steven Smith,2007,Philadelphia 76ers,161061,0.625,203,107,0.17857
Stromile Swift,2001,VAN,3164280,4.8875,206,102,0.29802
Stromile Swift,2002,Memphis Grizzlies,3401640,11.80882,206,102,0.44488
Stromile Swift,2003,Memphis Grizzlies,3639000,9.65672,206,102,0.43775
Stromile Swift,2004,Memphis Grizzlies,4592418,9.44156,206,102,0.47579
Stromile Swift,2005,Memphis Grizzlies,5993105,10.06667,206,102,0.47224
Stromile Swift,2006,Houston Rockets,5000000,8.87879,206,102,0.43601
Stromile Swift,2007,Memphis Grizzlies,5400000,7.75926,206,102,0.40719
Stromile Swift,2008,TOT,5800000,6.125,206,102,0.4064
Stromile Swift,2008,Memphis Grizzlies,5800000,6.8,206,102,0.43352
Stromile Swift,2008,Brooklyn Nets,5800000,5,206,102,0.35593
Stromile Swift,2009,TOT,6200000,3.26316,206,102,0.33514
Stromile Swift,2009,Brooklyn Nets,6200000,3.83333,206,102,0.35938
Stromile Swift,2009,Phoenix Suns,6200000,3,206,102,0.32231
Sun Yue,2009,Los Angeles Lakers,442114,0.6,206,93,0.21429
Sundiata Gaines,2010,Utah Jazz,269169,3.3125,185,84,0.48848
Sundiata Gaines,2011,TOT,237626,4.625,185,84,0.36877
Sundiata Gaines,2011,Minnesota Timberwolves,237626,2.625,185,84,0.32308
Sundiata Gaines,2011,Toronto Raptors,237626,5.83333,185,84,0.38889
Sundiata Gaines,2011,Brooklyn Nets,237626,5.5,185,84,0.37671
Sundiata Gaines,2012,Brooklyn Nets,854389,5.10526,185,84,0.36696
T.J. Ford,2004,Milwaukee Bucks,2002680,7.10909,183,75,0.26562
T.J. Ford,2006,Milwaukee Bucks,2303040,12.19444,183,75,0.34337
T.J. Ford,2007,Toronto Raptors,2929467,13.96,183,75,0.46679
T.J. Ford,2008,Toronto Raptors,8000000,12.09804,183,75,0.5146
T.J. Ford,2009,Indiana Pacers,8000000,14.94595,183,75,0.48981
T.J. Ford,2010,Indiana Pacers,8500000,10.29787,183,75,0.40706
T.J. Ford,2011,Indiana Pacers,8500000,5.43902,183,75,0.28849
T.J. Ford,2012,San Antonio Spurs,1146337,3.64286,183,75,0.26702
T.J. McConnell,2016,Philadelphia 76ers,525093,6.08642,188,91,0.30697
T.J. Warren,2015,Phoenix Suns,1953120,6.125,203,104,0.39902
T.J. Warren,2016,Phoenix Suns,2041080,10.95745,203,104,0.48131
Taj Gibson,2010,Chicago Bulls,1039800,8.96341,206,102,0.33348
Taj Gibson,2011,Chicago Bulls,1117680,7.1125,206,102,0.32664
Taj Gibson,2012,Chicago Bulls,1195680,7.68254,206,102,0.37695
Taj Gibson,2013,Chicago Bulls,2155811,7.95385,206,102,0.35435
Taj Gibson,2014,Chicago Bulls,7550000,13.03659,206,102,0.4547
Taj Gibson,2015,Chicago Bulls,8000000,10.32258,206,102,0.37825
Taj Gibson,2016,Chicago Bulls,8500000,8.58904,206,102,0.32386
Tamar Slay,2003,Brooklyn Nets,349458,2.55556,203,98,0.33577
Tamar Slay,2004,Brooklyn Nets,563679,2.40909,203,98,0.32121
Tamar Slay,2005,Charlotte Hornets,695046,3.5,203,98,0.35897
Tang Hamilton,2002,Miami Heat,60881,2.22222,203,100,0.20408
Tarence Kinsey,2007,Memphis Grizzlies,412718,7.6875,198,84,0.38159
Tarence Kinsey,2008,Memphis Grizzlies,219533,3.63636,198,84,0.41667
Tarence Kinsey,2009,Cleveland Cavaliers,797581,2.04,198,84,0.36823
Tarik Black,2015,TOT,507336,6.01587,206,114,0.31689
Tarik Black,2015,Houston Rockets,507336,4.2,206,114,0.26718
Tarik Black,2015,Los Angeles Lakers,507336,7.21053,206,114,0.34122
Tarik Black,2016,Los Angeles Lakers,845059,3.41026,206,114,0.26815
Tariq Abdul-Wahad,2000,TOT,1594920,11.42623,198,101,0.4417
Tariq Abdul-Wahad,2000,Orlando Magic,1594920,12.23913,198,101,0.46722
